representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
development tool,4,build tool,102,216,"['tools', 'build tools', 'build tool', 'tool', 'tool installation', 'tool interaction', 'development tool', 'domain/go tools', 'domain:build tool', 'domain:go tools', 'development tools', 'domain: build tool', 'debugging tool', 'developer tools', 'internal tool', 'build tool configuration', 'tool management']"
package,12,package management,286,376,"['package manager', 'package management', 'package installation', 'package resolution', 'package dependency', 'package', 'domain: package management', 'package configuration', 'internal package', 'workspace package']"
http2,60,http2,60,60,['http2']
typechecker,21,typechecker,21,36,"['typechecker', 'typechecking']"
storage,135,storage,135,137,"['storage', 'external storage']"
jackson,37,jackson,37,37,['jackson']
jms,56,jms,56,56,['jms']
uv configuration,3,uv,60,180,"['uv cli', 'uv tool', 'uv sync', 'uv', 'uv lock', 'uv python', 'uv api', 'uv run', 'uv add', 'tool uv', 'uv publish', 'uv pip', 'uv config', 'uv pip compile', 'uv init', 'uv index', 'uv project', 'uv issue', 'domain: uv', 'uv configuration', 'uv library', 'astral sh uv']"
powershell,38,powershell,38,38,['powershell']
localization,40,localization,40,40,['localization']
abi,66,abi,66,87,"['abi', 'abi issue', 'abi compatibility', 'abi mismatch', 'rust abi', 'abi compliance']"
clippy,51,clippy,51,51,['clippy']
lint,113,lint,113,134,"['lint', 'compiler lint', 'next lint', 'lint issue', 'lint warning']"
operator,29,operator,29,47,"['operator', 'operator support', 'operator behavior', 'operator overloading', 'operator precedence', 'comparison operator', 'operator implementation']"
junit,43,junit,43,45,"['junit', 'junit jupiter']"
ldap,56,ldap,56,83,"['ldap', 'spring ldap']"
annotation,38,annotation,38,80,"['annotation', 'annotation processing', 'annotations']"
aop,56,aop,56,65,"['aop', 'spring aop']"
schema,25,information schema,58,102,"['information schema', 'schema', 'schema validation', 'schema migration', 'schema tracker', 'schema management', 'schema change']"
git,73,git,73,81,"['git', 'git integration', 'domain: git', 'git dependency']"
backend,73,backend,73,79,"['backend', 'pytorch backend', 'custom backend', 'backend extension']"
syscall,50,syscall,50,68,"['syscall', 'syscalls', 'ptrace']"
assertion,53,assertion,53,58,"['assertion', 'assertions']"
function,41,function,41,77,"['function', 'pytorch function', 'activation function', 'function reference', 'function overloading', 'function definition', 'function arguments', 'function invocation', 'function compilation', 'mathematical function']"
quantization,57,quantization,57,57,['quantization']
partition,6,partitioning,55,65,"['partitioning', 'reorganize partition', 'partition', 'partition management']"
mysql,59,mysql,59,157,"['mysql', 'postgresql', 'mysql compatibility', 'sqlite', 'sqlite3', 'postgres', 'mysql protocol']"
rest,46,rest,46,103,"['rest', 'rest template', 'rest client', 'rest esql', 'rest assured']"
scrolling,73,scrolling,73,73,['scrolling']
html,68,html,68,87,"['html', 'html rendering', 'html generation', 'html formatting']"
ssa,47,ssa,47,49,"['ssa', 'ssa interp']"
linting,101,linting,101,101,['linting']
failure,75,assertion failure,151,252,"['assertion failure', 'download failure', 'failure', 'failure analysis', 'installation failure', 'compilation failure', 'intermittent failure']"
overflow,44,overflow,44,44,['overflow']
fs,35,fs,35,37,"['fs', 'fs directory']"
libraries,20,libraries,20,20,['libraries']
shell,39,shell,39,80,"['shell', 'shell integration', 'shell completion', 'interactive shell', 'shell command', 'shell script']"
coverage,46,coverage,46,46,['coverage']
event,15,event handling,44,111,"['event handling', 'event', 'event listener', 'event listeners', 'event system', 'event replay', 'event listening']"
wasm,52,wasm,52,52,['wasm']
code,5,code quality,99,438,"['code style', 'unsafe code', 'code cleanup', 'code review', 'code', 'code quality', 'unused code', 'code generation', 'dead code', 'code smell', 'code editor', 'code optimization', 'code lens', 'code action', 'code server', 'code clarity', 'example code', 'code improvement', 'code analysis', 'code refactoring', 'code completion', 'code tunnel', 'code lenses', 'code actions', 'exit code', 'unreachable code', 'code size', 'code browser', 'code formatting', 'source code', 'invalid code', 'visual studio code', 'code inspection', 'code readability', 'domain: code quality', 'position independent code', 'dead code elimination', 'code coverage', 'code snippet', 'code sample', 'code migration', 'generic code', 'code consistency']"
asan,32,asan,32,32,['asan']
library,253,library,253,399,"['library', 'library update', 'library upgrade', 'standard library', 'library compatibility', 'library dependency', 'assertion library', 'library conflict', 'library management', 'library maintenance', 'library support', 'library features', 'library incompatibility', 'domain/go standard library', 'library proposal', 'library compilation']"
inference,79,inference,79,79,['inference']
framework,328,framework,328,334,"['framework', 'framework integration', 'framework configuration']"
classloader,11,classpath,37,70,"['classpath', 'classloading', 'classloader', 'classpath loading']"
webclient,31,webclient,31,31,['webclient']
aggregation,55,aggregation,55,55,['aggregation']
ttl,39,ttl,39,39,['ttl']
ide,56,ide,56,93,"['ide', 'ide features', 'ide feature', 'ide integration', 'ide support', 'vscode ide']"
filter,40,filter,40,42,"['filter', 'runtime filter']"
breaking change,37,breaking change,37,37,['breaking change']
integer,10,integer overflow,95,111,"['integer overflow', 'integer', 'integer arithmetic', 'topic integer overflow']"
lifecycle,38,lifecycle,38,47,"['lifecycle', 'component lifecycle', 'lifecycle management']"
borrow checking,11,borrow checker,31,66,"['borrow checker', 'borrow checking', 'borrow check']"
cpp,47,cpp,47,72,"['cpp', 'cpp extension', 'cpp wrapper', 'cpp backend', 'cpp compile error', 'cpp issue']"
groovy,36,groovy,36,48,"['groovy', 'language groovy']"
suggest,34,suggest,34,34,['suggest']
keyboard,41,keyboard,41,112,"['keyboard', 'keyboard shortcuts', 'keyboard navigation', 'keyboard shortcut', 'keyboard interaction']"
timeout,76,timeout,76,76,['timeout']
permissions,70,permissions,70,70,['permissions']
npm,50,npm,50,58,"['npm', 'npm package', 'npm integration', 'npm support']"
repl,44,repl,44,44,['repl']
filesystem,148,filesystem,148,148,['filesystem']
analyzer,20,analyzer,20,22,"['analyzer', 'failure analyzer']"
net,77,net,77,86,"['net', 'net package', 'net http']"
rfc compliance,9,rfc,20,29,"['rfc', 'rfc compliance']"
design,49,language design,79,138,"['language design', 'design', 'design proposal', 'design discussion', 'responsive design', 'design change']"
io,46,io,46,69,"['io', 'java io', 'io error', 'file io', 'crates io', 'io exception', 'async io']"
vite,45,vite,45,50,"['vite', 'vite plugin']"
mongodb,49,mongodb,49,57,"['mongodb', 'mongo']"
mobile,63,mobile,63,63,['mobile']
scheduler,49,scheduler,49,49,['scheduler']
amp,36,amp,36,36,['amp']
spring framework 6,2,svelte 5,19,40,"['svelte 5', 'next 14', 'spring framework 6', 'utf 8', 'java 21', 'spring boot 3', 'svelte version 5', 'php 8 4']"
upgrades,24,upgrades,24,24,['upgrades']
virtual threads,38,virtual threads,38,41,"['virtual threads', 'virtual thread']"
buildpack,27,buildpack,27,45,"['buildpack', 'buildpacks']"
undertow,50,undertow,50,50,['undertow']
xpack,43,xpack,43,45,"['xpack', 'xpack esql']"
dependency injection,88,dependency injection,88,100,"['dependency injection', 'injection']"
decompiler,28,decompiler,28,34,"['decompiler', 'disassembler']"
backup restore,18,backup,42,68,"['backup', 'backup restore', 'backup and restore', 'backup recovery']"
javascript,547,javascript,547,547,['javascript']
experimental,18,experimental,18,18,['experimental']
script,22,script,22,35,"['script', 'scripts', 'content script', 'script execution', 'configure script', 'script manager']"
client,43,client,43,49,"['client', 'client request factory', 'client upgrade', 'client connection']"
go,167,go,167,468,"['language go', 'go', 'go tools', 'go test', 'go mod', 'go tool', 'go list', 'go runtime', 'go language', 'go env', 'go types', 'go modules', 'cmd go', 'go tooling', 'go standard library', 'go build', 'go command', 'go compiler', 'go stdlib', 'go language server', 'go toolchain', 'go version', 'go packages', 'go lang', 'domain: go', 'go ssa', 'go internal', 'go cgo', 'go playground', 'go binary', 'go vet', 'go project', 'go ide', 'domain: go tools', 'go programming language', 'go template', 'go tip', 'go release', 'go work', 'go analysis', 'golang go', 'go imports']"
match,18,match,18,28,"['match', 'match statement', 'match expression', 'match pattern']"
array,30,array,30,42,"['array', 'array indexing', 'array operations', 'array manipulation', 'array handling', 'array access']"
mapping,26,mapping,26,31,"['mapping', 'request mapping']"
rpc,31,rpc,31,35,"['rpc', 'json rpc', 'rpc server']"
retry,38,retry,38,79,"['spring retry', 'retry', 'retry mechanism', 'retry strategy']"
amqp,30,spring amqp,42,72,"['amqp', 'spring amqp']"
restore,28,restore,28,31,"['restore', 'snapshot restore']"
filetype,20,filetype,20,26,"['filetype', 'filetype plugin', 'filetype support', 'filetype detection']"
auth,35,auth,35,40,"['auth', 'auth issue', 'auth plugin']"
copilot,37,copilot,37,37,['copilot']
clipboard,34,clipboard,34,34,['clipboard']
styling,52,styling,52,52,['styling']
model,28,model,28,82,"['model', 'model loading', 'object model', 'model behavior', 'language model', 'pytorch model', 'model inference', 'content model', 'models', 'model issue', 'model optimization', 'programming model', 'model compilation', 'model evaluation']"
style,24,style,24,30,"['style', 'coding style', 'language style']"
lsp,35,lsp,35,37,"['lsp', 'lsp issue']"
profiler,17,profiler,17,17,['profiler']
cross platform,46,cross compilation,69,138,"['cross compilation', 'cross compile', 'cross platform', 'cross cluster search', 'cross cluster', 'cross platform issue', 'cross environment', 'cross version compatibility']"
cleanup,57,cleanup,57,59,"['cleanup', 'cleanup issue']"
install,32,install,32,35,"['install', 'installer']"
binding,64,binding,64,90,"['binding', 'property binding', 'constructor binding', 'request binding', 'template binding']"
f transmutability,2,f compiler,14,90,"['f compiler', 'f traits', 'f compiler error', 'f type system', 'f abi', 'f trait', 'f unsafe', 'f closures', 'f async', 'f const', 'f const trait', 'f compiler errors', 'f macro', 'f inference', 'f compiler internal', 'f dyn trait', 'f generics', 'f opaque types', 'f lifetime', 'f transmutability', 'f async closure', 'f closure', 'f check cfg', 'f specialization']"
backward compatibility,70,backward compatibility,70,146,"['backward', 'backward compatibility', 'backward computation', 'backward compatible', 'backwards compatibility']"
shape,2,dynamic shape,30,38,"['dynamic shape', 'shape inference', 'shape']"
fx,28,fx,28,43,"['fx', 'torch fx', 'pytorch fx', 'fx graph']"
data redis,2,redis,30,36,"['redis', 'spring data redis', 'data redis']"
xml,65,xml,65,88,"['xml', 'xml configuration', 'xml ws', 'xml schema', 'xml soap', 'xml bind', 'xml processing']"
properties,64,properties,64,73,"['properties', 'configuration properties']"
decompilation,32,decompilation,32,32,['decompilation']
br,16,br,16,18,"['br', 'br tool']"
hover,35,hover,35,35,['hover']
autocomplete,27,autocomplete,27,29,"['autocomplete', 'autocompletion']"
comments,32,comments,32,48,"['comments', 'comment']"
configuration file,2,file system,95,213,"['file system', 'file handling', 'files', 'header file', 'file management', 'file size', 'file import', 'domain file', 'large file', 'file access', 'file type', 'file cache', 'file transfer', 'file format', 'file', 'file upload', 'configuration files', 'file loading', 'file extension', 'file watcher', 'file reader', 'local files', 'readonly file system', 'file monitoring', 'configuration file', 'file input', 'large files', 'wheel file']"
automation,35,automation,35,35,['automation']
command,32,command,32,63,"['command', 'commands', 'command execution', 'command failure', 'command consistency', 'command suggestion']"
output,29,output,29,38,"['output', 'output format', 'output formatting', 'command output']"
desktop app,7,app router,37,56,"['app router', 'terminal app', 'app shell', 'mobile app', 'desktop app', 'create next app']"
parsing,64,parsing,64,82,"['parsing', 'parse', 'toml parsing', 'argument parsing', 'version parsing', 'configuration parsing', 'metadata parsing']"
tls,54,tls,54,54,['tls']
fmt,22,fmt,22,24,"['fmt', 'deno fmt']"
const,25,const generics,43,151,"['const', 'const evaluation', 'const generics', 'const propagation', 'const items', 'const expressions', 'generic const exprs', 'const trait', 'const fns', 'const safety', 'const functions', 'const expr', 'const generic', 'const unsafety', 'const features', 'domain const generics', 'generic const items', 'const expression', 'const context']"
type/breaking change,3,change detection,37,73,"['behavior change', 'change detection', 'language change', 'type/breaking change', 'feature change', 'semantic change', 'behavioral change', 'suggest change']"
module,39,module,39,132,"['module', 'module resolution', 'module system', 'modules', 'module metadata', 'module management', 'pytorch modules', 'missing module', 'ecmascript modules']"
monitoring,69,monitoring,69,72,"['monitoring', 'performance monitoring']"
snapshot,31,snapshot,31,36,"['snapshot', 'snapshots', 'snapshot repository']"
lockfile,29,lockfile,29,29,['lockfile']
pattern,2,pattern matching,76,91,"['pattern matching', 'patterns', 'pattern', 'pattern mismatch']"
closures,16,closure,51,67,"['closures', 'closure']"
hydration,44,hydration,44,53,"['hydration', 'incremental hydration', 'component hydration']"
reactivity,50,reactivity,50,50,['reactivity']
graph,25,graph,25,74,"['graph', 'dynamic graph', 'graph execution', 'graph construction', 'graph optimization', 'graph break', 'graph compilation', 'dynamic computation graph', 'graph manipulation', 'graph issue', 'graph recompilation', 'graph breaking', 'graph building']"
exception,70,exception,70,73,"['exception', 'exceptions']"
aspectj,38,aspectj,38,38,['aspectj']
highlighting,48,highlighting,48,55,"['highlighting', 'highlight']"
date,28,date,28,94,"['date', 'date format', 'date time', 'date functions', 'date parsing', 'date picker', 'date handling', 'date selection', 'date format issue']"
console,40,console,40,40,['console']
preview window,2,preview,23,25,"['preview', 'preview window']"
task,22,task,22,66,"['task', 'task scheduler', 'task execution', 'task executor', 'task failure', 'deno task', 'task dependency', 'task management', 'scheduled task', 'headless task']"
session,28,session,28,45,"['session', 'session management']"
kernel,28,kernel,28,30,"['kernel', 'kernel generation']"
ssh,41,ssh,41,51,"['ssh', 'remote ssh', 'sftp']"
ssr,35,ssr,35,35,['ssr']
math,181,math,181,222,"['math', 'math functions', 'math function', 'mathematics', 'math operations', 'math operation', 'domain: math', 'domain math', 'math accuracy', 'category math', 'math rendering', 'math error']"
slice,11,slices,18,31,"['slices', 'slice', 'slice scatter']"
types,55,types,55,108,"['types', 'associated types', 'generic types', 'return types', 'numeric types', 'abstract types', 'incompatible types', 'recursive types', 'complex types']"
profiling,62,profiling,62,62,['profiling']
driver,45,driver,45,99,"['driver', 'driver upgrade', 'driver update', 'driver issue', 'storage driver', 'driver terabox', 'driver feijipan', 'drivers']"
miri,28,miri,28,28,['miri']
dynamic shapes,33,dynamic shapes,33,43,"['dynamic shapes', 'symbolic shapes']"
device,30,device,30,55,"['device', 'device behavior', 'device support', 'device management', 'device properties', 'device specific', 'device compatibility', 'device mismatch', 'device dispatch']"
azure,25,azure,25,25,['azure']
datasource,14,datasource,14,21,"['datasource', 'datatable']"
autowiring,31,autowiring,31,33,"['autowiring', 'autowired']"
stats,23,stats,23,27,"['stats', 'request stats', 'stats tracking']"
desktop,48,desktop,48,55,"['desktop', 'desktop integration', 'desktop application']"
explorer,21,explorer,21,21,['explorer']
display,29,display,29,29,['display']
icon,18,icon,18,28,"['icon', 'icons', 'tray icon']"
text,19,text,19,133,"['text', 'text display', 'help text', 'text model', 'text editor', 'text rendering', 'text objects', 'text generation', 'annotated text', 'text formatting', 'virtual text', 'text processing', 'text manipulation', 'text input', 'text editing', 'text component', 'text search', 'text layout', 'text scaling', 'text object', 'text field mapper', 'text field']"
example,26,example,26,26,['example']
worker,21,worker,21,29,"['worker', 'worker threads']"
unstable,18,unstable feature,33,82,"['unstable', 'unstable features', 'unstable feature', 'unstable attribute', 'unstable behavior']"
elf,27,elf,27,27,['elf']
hash,13,hash,13,32,"['hash', 'hash join', 'hash aggregation', 'hash mismatch', 'hash table', 'hash function']"
ast,44,ast,44,44,['ast']
reproducibility,23,reproducibility,23,23,['reproducibility']
string,23,string,23,69,"['string', 'format string', 'string handling', 'strings', 'string manipulation', 'string processing', 'string comparison']"
errors,18,import error,21,45,"['import error', 'errors', 'import errors', 'transient errors', 'binding errors']"
dependency issue,42,dependency issue,42,47,"['dependency issue', 'dependency issues', 'dependency problem']"
goroutine,23,coroutines,33,72,"['coroutines', 'goroutine', 'goroutines', 'coroutine']"
transformers,23,transformers,23,45,"['transformers', 'transformer', 'pytorch transformers']"
ops,3,custom ops,29,48,"['custom ops', 'higher order ops', 'core ops', 'tensor ops', 'ops', 'pytorch ops', 'collective ops', 'atomic ops']"
complex numbers,45,complex numbers,45,55,"['complex numbers', 'complex']"
dtype,34,dtype,34,48,"['dtype', 'dtype conversion', 'dtype mismatch', 'dtype mapping', 'dtype issue']"
p2p networking,2,p2p,25,29,"['p2p', 'p2p network', 'p2p networking']"
actions,22,actions,22,22,['actions']
templating,22,templating,22,22,['templating']
github,15,github actions,61,92,"['github actions', 'github', 'github integration', 'github compatibility', 'github copilot', 'github migration']"
jpa,31,jpa,31,35,"['jpa', 'spring data jpa']"
bean,11,bean definition,36,211,"['bean definition', 'bean', 'bean lifecycle', 'spring beans', 'beans', 'bean post processing', 'scoped beans', 'factory bean', 'bean factory', 'bean override', 'bean validation', 'bean management', 'bean post processor', 'conditional beans', 'bean registration', 'bean discovery', 'spring bean', 'container bean', 'bean resolution', 'bean injection', 'bean creation', 'bean overriding']"
spl,25,spl,25,27,"['spl', 'spl heap']"
proxy,41,proxy,41,43,"['proxy', 'proxies']"
keybindings,19,keybindings,19,31,"['keybindings', 'keybinding']"
focus,38,focus,38,45,"['focus', 'focus issue', 'focus management']"
usability,27,usability,27,27,['usability']
diff,22,diff,22,34,"['diff', 'diff editor', 'multi diff', 'diff mode']"
esm,23,esm,23,25,"['esm', 'domain: esm']"
vscode dev,2,next dev,26,60,"['next dev', 'dev server', 'dev services', 'vscode dev', 'dev experience', 'dev settings', 'angular dev', 'dev mode', 'dev tools', 'dev dependencies', 'rustc dev guide', 'dev container']"
fetch,21,fetch,21,23,"['fetch', 'native fetch']"
reflect,16,reflect,16,16,['reflect']
dashboard,18,dashboard,18,18,['dashboard']
feature proposal,2,proposal,91,93,"['proposal', 'feature proposal']"
unicode,48,unicode,48,50,"['unicode', 'unicode support']"
generic parameters,6,generic,25,60,"['generic', 'generic functions', 'generic programming', 'generic parameter', 'generic constants', 'generic parameters']"
webdav,27,webdav,27,27,['webdav']
v8,21,v8,21,28,"['v8', 'v8 api', 'domain: v8', 'v8 compatibility']"
deps,9,deps,9,9,['deps']
svelte,179,svelte,179,240,"['svelte', 'svelte compiler', 'svelte component', 'svelte syntax', 'svelte migration', 'svelte check', 'svelte directives', 'domain: svelte', 'svelte features', 'svelte feature', 'svelte transition', 'svelte bindings', 'svelte class', 'svelte version', 'svelte template', 'svelte component interaction']"
format,15,format,15,17,"['format', 'response format']"
translation,35,translation,35,35,['translation']
i18n,43,i18n,43,43,['i18n']
typo,70,typo,70,70,['typo']
custom op,17,custom op,17,19,"['custom op', 'op consistency']"
checkpoint,21,checkpoint,21,23,"['checkpoint', 'distributed checkpoint']"
backport,141,backport,141,141,['backport']
couchbase,28,couchbase,28,28,['couchbase']
shutdown,40,shutdown,40,44,"['shutdown', 'graceful shutdown']"
npe,18,npe,18,18,['npe']
mail,19,mail,19,19,['mail']
discovery,23,discovery,23,23,['discovery']
repository,57,repository,57,76,"['repository', 'repositories', 'repository management', 'repository verification']"
php,120,php,120,230,"['php core', 'php extension', 'php', 'php 8.4', 'php extensions', 'php internal', 'php stdlib', 'domain php', 'php compiler', 'php src', 'php stream']"
lightning,16,lightning,16,18,"['lightning', 'tidb lightning']"
color,20,color,20,35,"['color', 'color scheme', 'color support']"
startup,27,startup,27,39,"['startup', 'startup failure', 'startup performance', 'application startup']"
tasks,12,tasks,12,20,"['tasks', 'background tasks', 'scheduled tasks']"
browser,20,browser,20,32,"['browser', 'browser compatibility', 'browser interaction']"
typos,8,typos,8,8,['typos']
command palette,26,command palette,26,26,['command palette']
sorting,33,sorting,33,33,['sorting']
swc,22,swc,22,22,['swc']
redirect,35,redirect,35,38,"['redirect', 'redirects']"
vet,21,vet,21,21,['vet']
unsafe,20,unsafe,20,24,"['unsafe', 'unsafe operations']"
path,25,path,25,98,"['path', 'path handling', 'path matching', 'path mapping', 'path resolution', 'path issue', 'relative paths', 'path variable', 'path management', 'path alias', 'relative path', 'include path', 'path issues', 'path processing']"
architecture,42,architecture,42,42,['architecture']
environment variables,28,environment variables,28,37,"['environment variables', 'variables']"
formatter,18,formatter,18,18,['formatter']
ffi,28,ffi,28,28,['ffi']
thread,2,thread safety,32,55,"['thread safety', 'comment thread', 'thread management', 'threads', 'thread interruption', 'thread']"
edition 2024,9,edition 2024,9,11,"['edition 2024', 'edition 2018']"
attribute,31,attribute,31,43,"['attribute', 'attributes']"
naming,10,naming,10,18,"['naming', 'naming conflict', 'naming convention']"
target features,7,target,17,47,"['target', 'target support', 'target feature', 'target features', 'target platform']"
t rustdoc,9,t compiler,10,44,"['t compiler', 't traits', 't rustdoc', 't build system', 't const', 't compiler error', 't ownership', 't bootstrap', 't libs', 't lang', 't rustdoc frontend']"
generator,21,generator,21,28,"['generator', 'generators']"
scope,17,scope,17,25,"['scope', 'variable scope', 'scope restart']"
signal,27,signal,27,48,"['signals', 'signal', 'signal handling']"
checkpointing,22,checkpointing,22,27,"['checkpointing', 'distributed checkpointing', 'activation checkpointing']"
accuracy,29,accuracy,29,43,"['accuracy', 'numerical accuracy']"
batch,9,spring batch,29,43,"['batch', 'spring batch', 'batch processing']"
authorization,18,authorization,18,18,['authorization']
jsp,19,jsp,19,19,['jsp']
reference handling,2,exception handling,85,99,"['exception handling', 'request handling', 'instruction handling', 'response handling', 'reference handling', 'extension handling']"
servlet,29,servlet,29,32,"['servlet', 'servlet container']"
lucene,25,lucene,25,25,['lucene']
ml,17,ml,17,26,"['ml', 'x pack ml', 'domain ml', 'ml aggregations', 'ml plugin']"
cluster,19,cluster,19,29,"['cluster', 'cluster management']"
mapper,15,mapper,15,15,['mapper']
datetime,43,datetime,43,47,"['datetime', 'area datetime', 'datetime formatting']"
analyze,8,analyze,8,8,['analyze']
gd,18,gd,18,23,"['gd', 'gd extension', 'gd library']"
key management,2,foreign key,20,40,"['foreign key', 'primary key', 'key error', 'key bindings', 'key binding', 'key management', 'key range', 'key mapping']"
menu,20,menu,20,33,"['menu', 'context menu', 'help menu', 'dropdown menu', 'popup menu']"
angular,175,angular,175,195,"['angular', 'angular compiler', 'domain: angular', 'angular component', 'angular tutorial', 'angular integration']"
selection,16,selection,16,16,['selection']
profile management,9,profile,25,36,"['profile', 'profile manager', 'profile management']"
jupyter,17,jupyter,17,24,"['jupyter', 'ipython', 'jupyter notebook']"
help,14,help,14,33,"['help', 'help wanted', 'signature help', 'help system']"
url,22,url,22,69,"['url', 'url handling', 'url parsing', 'url update', 'index url', 'url resolution', 'url encoding', 'url issue', 'url validation', 'url pattern', 'url handlers']"
view,18,view,18,32,"['view', 'view transition', 'listing view', 'view children', 'list view', 'view child', 'output view', 'view operation']"
loader,20,loader,20,22,"['loader', 'resource loader']"
router,16,router,16,21,"['router', 'pages router']"
packages,15,packages,15,17,"['packages', 'context packages']"
protocol,31,protocol,31,39,"['protocol', 'protocol support', 'protocol extension', 'protocol violation']"
quic,22,quic,22,22,['quic']
scheduling,29,scheduling,29,34,"['scheduling', 'schedule']"
spec,22,spec,22,47,"['spec', 'spec compliance', 'spec compatibility', 'language spec', 'esql spec']"
wiki,11,wiki,11,11,['wiki']
trace,27,trace,27,40,"['trace', 'runtime trace', 'stack trace', 'execution trace']"
asm,14,asm,14,16,"['asm', 'inline asm']"
download,31,download,31,33,"['download', 'offline download']"
context,19,context,19,41,"['context', 'application context', 'context management', 'evaluation context', 'context propagation', 'context cancellation']"
link,28,broken link,30,89,"['link', 'link issue', 'link broken', 'broken link', 'link resolution', 'symbolic link', 'external link']"
fabric,22,fabric,22,22,['fabric']
devtools,25,devtools,25,25,['devtools']
streams,18,stream,29,53,"['streams', 'stream', 'reactive streams']"
collaboration,13,collaboration,13,13,['collaboration']
jsr,9,jsr,9,13,"['jsr', 'jsr 330', 'jsr packages']"
websocket,27,websocket,27,34,"['websocket', 'websockets']"
coherence,30,coherence,30,30,['coherence']
cargo,24,cargo,24,24,['cargo']
recursion,30,recursion,30,32,"['recursion', 'infinite recursion']"
derive,12,derive,12,17,"['derive', 'derives', 'deriving']"
simd,18,simd,18,24,"['simd', 'fpu', 'portable simd']"
segmentation fault,59,segmentation fault,59,61,"['segmentation fault', 'fault injection']"
cursor,19,cursor,19,31,"['cursor', 'cursor position', 'cursor movement', 'cursor behavior']"
typing,42,typing,42,44,"['typing', 'area: typing']"
numpy,24,numpy,24,26,"['numpy', 'numpy compatibility']"
training,14,distributed training,63,79,"['training', 'distributed training', 'distribtued training']"
shortcode,15,shortcode,15,30,"['shortcode', 'shortcodes']"
content,46,content,46,108,"['content', 'content projection', 'content rendering', 'content generation', 'content negotiation', 'content management', 'content processing', 'content structure']"
deployment,39,deployment,39,39,['deployment']
autoconfiguration,11,autoconfiguration,11,14,"['autoconfiguration', 'autoconfigure']"
jaxb,15,jaxb,15,42,"['jaxb', 'jmx', 'osgi', 'jstl', 'jndi']"
openssl,18,openssl,18,18,['openssl']
pdo,24,pdo,24,24,['pdo']
fuzzy matching,7,fuzzy,14,39,"['fuzzy', 'fuzzy matching', 'fuzzy search', 'fuzzy finder']"
activity bar,5,status bar,16,26,"['status bar', 'activity bar', 'title bar', 'action bar']"
markup,15,markup,15,15,['markup']
rust language,25,rust,53,125,"['rust', 'rust analyzer', 'rust compiler', 'rust language', 'rust lang', 'rust stdlib', 'domain language rust', 'rust standard library']"
feedback,10,feedback,10,10,['feedback']
release notes,27,release notes,27,35,"['release notes', 'notes']"
persistence,9,persistence,9,9,['persistence']
hang,22,hang,22,26,"['hang', 'thread hang', 'query hang']"
mouse,16,mouse,16,25,"['mouse', 'mouse events', 'mouse interaction', 'mouse wheel']"
turbo modules,2,turbo,10,23,"['turbo', 'turbo module', 'turbo pack', 'turbo modules']"
middleware,20,middleware,20,20,['middleware']
internationalization,36,internationalization,36,36,['internationalization']
parallelism,19,parallelism,19,19,['parallelism']
semantic tokens,18,semantic tokens,18,22,"['semantic tokens', 'tokens']"
interface,25,interface,25,29,"['interface', 'interface conversion']"
unix domain socket,3,unix,48,55,"['unix', 'unix socket', 'unix domain socket', 'unix domain sockets']"
perf,8,perf,8,11,"['perf', 'perf hooks']"
dns,21,dns,21,21,['dns']
semantic analysis,19,semantic analysis,19,21,"['semantic analysis', 'semantic']"
scrollview,8,scrollview,8,10,"['scrollview', 'scrollbar']"
new instance,2,new architecture,34,63,"['new architecture', 'new feature', 'new instance', 'new note', 'new renderer', 'new relic']"
hermes,16,hermes,16,16,['hermes']
util,10,util,10,10,['util']
connectivity,8,connectivity,8,8,['connectivity']
consistency,37,consistency,37,37,['consistency']
node,4,multi node,12,52,"['node compat', 'node integration', 'node', 'node compatibility', 'deno node', 'node postgres', 'node modules', 'multi node', 'master node', 'seed node', 'node shutdown']"
svg,19,svg,19,19,['svg']
regexp,2,regex,37,39,"['regex', 'regexp']"
cryptography,19,encryption,20,41,"['encryption', 'cryptography', 'domain: cryptography']"
repr,9,repr,9,11,"['repr', 'attr repr']"
device allocator,3,allocator,13,16,"['allocator', 'device allocator']"
c implementation,5,c,16,116,"['c interop', 'extern c', 'c ffi', 'c compiler', 'c api', 'language c', 'c backend', 'translate c', 'c code', 'c enhancement', 'c implementation', 'c cpp', 'c language', 'c', 'c extensions', 'c memory management', 'c interoperability', 'go c interop', 'c abi', 'c standard', 'c variadic', 'c bug']"
float,15,float,15,23,"['float', 'float types', 'float precision', 'float arithmetic']"
effects,15,effects,15,23,"['effects', 'effect']"
symbolic,2,symbolic computation,14,38,"['symbolic execution', 'symbolic computation', 'symbolic conversion', 'symbolic', 'symbolic variables', 'symbolic function']"
roc,18,roc,18,18,['roc']
autocast,21,autocast,21,21,['autocast']
linter,20,linter,20,20,['linter']
distribute,6,distribute,6,6,['distribute']
oom,20,oom,20,22,"['oom', 'oom error']"
multithreading,44,multithreading,44,55,"['multithreading', 'multiprocessing']"
core dump,27,core dump,27,32,"['core dump', 'dump']"
initialization,20,initialization,20,20,['initialization']
animations,4,animation,32,36,"['animation', 'animations']"
reindex,15,reindex,15,15,['reindex']
class,15,class loading,17,57,"['class', 'class binding', 'class loader', 'class detection', 'custom class', 'class loading', 'register class', 'class recovery']"
yaml,27,yaml,27,32,"['yaml', 'yaml test']"
compose,14,compose,14,14,['compose']
