representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
python support,3,python,454,743,"['python', 'pip', 'python api', 'jupyter', 'numpy', 'pyproject toml', 'python integration', 'sympy', 'python version', 'requires python', 'python compatibility', 'pypi', 'python versioning', 'mypy', 'pyghidra', 'python packaging', 'python discovery', 'pip compile', 'pyproject', 'uv pip compile', 'python env', 'pip compatibility', 'pyright', 'ipython', 'pytree', 'pypy', 'python interpreter', 'pip install', 'python project', 'python interaction', 'python extension', 'python tooling', 'python ecosystem', 'python3', 'python support', 'python library', 'python package', 'python environment', 'jupyter notebook', 'python version conflict', 'numpy compatibility', 'python version mismatch']"
installation,203,installation,203,352,"['installation', 'install', 'download', 'download issue', 'download failure', 'installer', 'postinstall', 'offline download', 'install issue', 'installation issue', 'installation failure', 'go/install', 'reinstallation']"
inductor,243,inductor,243,438,"['inductor', 'pulsar', 'torchinductor', 'spring pulsar', 'torch inductor', 'inductor backend', 'topic: inductor', 'aot inductor', 'pulsar reactive']"
handler method,2,reactor,170,885,"['reactor', 'reactive', 'jetty', 'actuator', 'event handling', 'reactivity', 'actions', 'event', 'event listener', 'server actions', 'reactive programming', 'events', 'observability', 'watcher', 'code action', 'action', 'watch', 'dispatch', 'method dispatch', 'eventhandling', 'server action', 'watchflakes', 'method resolution', 'reactiveprogramming', 'method handle', 'controller', 'handler', 'method overriding', 'observable', 'button', 'event listeners', 'code actions', 'dispatcher', 'watch mode', 'reactive statements', 'method security', 'actuate', 'spring reactor', 'reactor netty', 'listener', 'methodhandle', 'handler method', 'observer', 'method visibility', 'observer api', 'method invocation', 'event system', 'event emission', 'dispatching', 'method argument resolution', 'event emitter', 'action sheet', 'override', 'event replay', 'method handler', 'jetty reactive', 'reactive streams', 'method call', 'event listening', 'device dispatch', 'handler mapping']"
formatting,113,css,208,1112,"['css', 'markdown', 'theme', 'formatting', 'styling', 'style', 'highlighting', 'text', 'format', 'color', 'formatter', 'markup', 'text display', 'indentation', 'format string', 'sass', 'syntax highlighting', 'font', 'alignment', 'highlight', 'placement', 'selector', 'gettext', 'text rendering', 'css modules', 'format issue', 'whitespace', 'coloring', 'text objects', 'colors', 'colorscheme', 'light theme', 'ui text', 'dark theme', 'padding', 'color scheme', 'spacing', 'css assets', 'css syntax', 'css variables', 'css issue', 'css output', 'css processing', 'scoped styles', 'color mix', 'theme extension', 'output format', 'text formatting', 'list formatting', 'font awesome', 'output formatting', 'virtual text', 'theming', 'styles', 'code formatting', 'typography', 'text component', 'css utility', 'markdown support', 'css styles', 'alignment issue', 'styling issue', 'css parser', 'data formatting', 'position', 'high contrast', 'fonts', 'color support', 'formatting issue', 'text layout', 'text scaling', 'css rendering', 'markdown rendering', 'text object', 'css selector', 'color theme', 'font size', 'html formatting', 'css custom properties', 'css import', 'text field mapper', 'coloring issue', 'text field', 'placement rules', 'indent']"
chat,139,chat,139,439,"['messaging', 'chat', 'copilot', 'comments', 'mail', 'comment', 'dialog', 'inline chat', 'quick chat', 'stack overflow', 'prompt', 'reporting', 'modal', 'notification', 'chatgpt', 'smtp', 'copilot chat', 'commenting', 'chat feature', 'email', 'listing', 'announcement', 'notifications', 'type: discussion', 'panel chat', 'type: question', 'chat integration', 'chat view', 'social media', 'polling', 'chat widget', 'discussion', 'blinking']"
micrometer,147,micrometer,147,150,"['micrometer', 'spring micrometer']"
backend,73,backport,141,384,"['frontend', 'backend', 'backport', 'logback', 'c backend', 'traceback', 'backtrace', 'backend issues', 'build backend', 'backend compiler failed', 'custom backend', 'front end', 'backend issue', 'backends', 'backend failure', 'backend extension', 'backoff']"
mq,4,llvm,99,720,"['mir', 'llvm', 'wasm', 'webmvc', 'amqp', 'miri', 'bomr', 'quic', 'asm', 'spring amqp', 'sbom', 'mir opt', 'msvc', 'qt', 'thymeleaf', 'activemq', 'acme', 'tvm', 'bom', 'rabbitmq', 'bsim', 'dml', 'gvim', 'msal', 'msys2', 'meson', 'addmm', 'timm', 'openmp', 'rabbit mq', 'ql', 'ilm', 'neovim', 'mvcc', 'dm', 'scm', 'a llvm', 'gemm', 'mv', 'bmm', 'zeromq', 'psbt', 'spring boot starter activemq', 'nvim', 'snmp', 'mem', 'memdb', 'mir validation', 'mir optimization', 'llvm ir', 'mq', 'timm models', 'shim', 'mir build', 'getitem', 'pnpm', 'qt client', 'apm', 'memcache', 'activemq artemis', 'bom conflict']"
multithreading,44,concurrency,252,1089,"['workflow', 'async', 'concurrency', 'executor', 'threading', 'race condition', 'virtual threads', 'async await', 'parallelism', 'multithreading', 'process', 'async runtime', 'multiprocessing', 'workflows', 'child process', 'parallel', 'worker threads', 'async fn', 'f async', 'threadsanitizer', 'asyncio', 'thread pool', 'task executor', 'async support', 'comment thread', 'subprocess', 'child processes', 'thread local', 'async closures', 'f async closure', 'async programming', 'async fn traits', 'async closure', 'process group', 'data parallelism', 'thread hang', 'thread management', 'multiprocess', 'threads', 'parallel execution', 'process management', 'multi threading', 'async execution', 'java threading', 'async operation', 'async iterable', 'parallelization', 'process improvement', 'topic:workflow', 'shared process', 'concurrency issue', 'thread local storage', 'ui thread', 'async issue', 'workflow management', 'virtual thread', 'async enrich', 'async handling', 'async executor', 'async requests', 'volatile registers', 'parallel processing', 'concurrency control', 'async test', 'thread interruption', 'asynchronous', 'pthread', 'async io', 'async recursion', 'thread', 'executor service']"
autograd,158,autograd,158,352,"['autograd', 'auto configuration', 'autowiring', 'autoconfiguration', 'compile autograd', 'auto analyze', 'autotune', 'boot autoconfigure', 'autoconfigure', 'autotuning', 'automa', 'compiled autograd', 'domain autograd', 'topic autograd', 'custom autograd function', 'aot autograd', 'autowired']"
import,113,migration,158,548,"['migration', 'import', 'export', 'import error', 'importer', 'dynamic imports', 'organize imports', 'relocation', 'dynamo export', 'data migration', 'dynamic import', 'imports', 'package import', 'model export', 'exporter', 'data import', 'export data', 'import errors', 'module exports', 'exports', 'import behavior', 'migrate', 'feature migration', 'ida exporter', 'import failure', 'file import', 'import table', 'lightning import', 'import issue', 'migration issue', 'database migration', 'import management', 'module import', 'migrations', 'code migration', 'go imports']"
ext,5,onnx,122,593,"['onnx', 'x pack', 'gui', 'xpu', 'xpack', 'esm', 'eslint', 'onnx export', 'x509', 'extern', 'rxjs', 'ext dom', 'ext standard', 'mdx', 'nuxt', 'extern blocks', 'esbuild', 'xformers', 'etcd', 'einsum', 'onnxruntime', 'x pack ml', 'ext date', 'dxf', 'x11', 's390x', 'xcframework', 'devx', 'guix', 'rxjava', 'es', 'xcontent', 'xref', 'enex', 'excimer', 'xinclude', 'ext', 'domain: esm', 'e easy', 'xla', 'xdg compliance', 'gtk', 'tcx', 'xpack esql']"
pd,9,mps,98,440,"['mps', 'fsdp', 'pprof', 'deps', 'pdo', 'php fpm', 'pd', 'fips', 'mmap', 'pe file', 'phar', 'pcre', 'fpm', 'dcp', 'postcss', 'pdb', 'pcode', 'pty', 'ptr', 'fp8', 'tp', 'pe', 'fpu', 'pe format', 'gmp', 'dap', 'postman', 'ppr', 'csp', 'mptcp', 'fips140', 'cmd/pprof', 'ddp', 'sdpa', 'pt2e', 'post processor', 'vfp', 'pr', 'pd api', 'pdms', 'pem', 'mpsc', 'csharp', 'fp32', 'hparams', 'ptr metadata', 'postcss plugin', 'pep', 'po file']"
function,41,functionality,91,722,"['functionality', 'macro', 'functional', 'operator', 'function', 'closures', 'custom ops', 'custom op', 'macro expansion', 'closure', 'expression', 'macro rules', 'eval', 'proc macro', 'fn delegation', 'f closures', 'delegation', 'macro errors', 'f macro', 'macros', 'function call', 'macro related', 'operators', 'function signature', 'functionalization', 'operator support', 'functions', 'operator behavior', 'function reference', 'eval context', 'derive macros', 'f fn delegation', 'f closure', 'non local definitions', 'higher order ops', 'core ops', 'function support', 'custom operations', 'functional api', 'ops', 'missing function', 'functional programming', 'operator overloading', 'function analysis', 'math functions', 'math function', 'operator precedence', 'function overloading', 'proc open', 'function error', 'function calls', 'sql function', 'function behavior', 'evaluation', 'expression evaluation', 'comparison operator', 'function definition', 'operation', 'custom function', 'functional issue', 'function arguments', 'macro system', 'nn.functional', 'nn functional', 'function id', 'function merging', 'naked functions', 'virtual function elimination', 'derive macro', 'operator implementation', 'functional execution', 'evaluation mode', 'custom operator', 'unary functions', 'evaluation context', 'function invocation', 'macro redefinition', 'function missing', 'functional bug', 'mathematical function']"
tab completion,2,completion,129,205,"['completion', 'autocomplete', 'shell completion', 'completions', 'code completion', 'tabs', 'tab', 'tab management', 'autocompletion', 'category: completion', 'completion issue', 'pinned tabs', 'tab completion', 'tab stops']"
library compatibility,7,compatibility,259,1015,"['compatibility', 'libraries', 'library', 'library update', 'backward compatibility', 'library upgrade', 'standard library', 'library compatibility', 'library issue', 'compiler compatibility', 'incompatible', 'library usage', 'spec compatibility', 'third party library', 'library conflict', 'c++ compatibility', 'go standard library', 'library management', 'library maintenance', 'compatibility issue', 'library issues', 'incompatibility', 'library linking', 'domain: compatibility', 'library support', 'interoperability', 'topic: compatibility', 'library features', 'c interoperability', 'library incompatibility', 'library proposal', 'binary compatibility', 'library problem', 'third party libraries', 'library compilation', 'future incompatibility', 'shared library', 'cross version compatibility', 'backward compatible', 'backwards compatibility', 'gcc compatibility', 'glibc compatibility', 'version compatibility', 'architecture compatibility']"
keyboard input,6,input,87,567,"['attention', 'input', 'keyboard', 'input handling', 'output', 'keybindings', 'focus', 'input method', 'textinput', 'keyboard shortcuts', 'forms', 'flex attention', 'keybinding', 'input output', 'switch statement', 'form', 'input focus', 'switch', 'ng switch', 'tunableops', 'component:vnumberinput', 'component: vnumberinput', 'input field', 'focus mode', 'inputs', 'tunableop', 'formdata', 'switch case', 'vnumberinput', 'attention mechanism', 'text input', 'keyboard input', 'keyboard navigation', 'keyboard shortcut', 'keyboard interaction', 'attention mechanisms', 'user input', 'focus issue', 'type switch', 'input output mapping', 'flash attention', 'focus management', 'key bindings', 'key binding', 'number input', 'input component', 'form data', 'keyboard issue', 'input box', 'input processing', 'quick input', 'key mapping']"
iconography,2,native image,97,594,"['native image', 'tikv', 'reflection', 'image', 'display', 'icon', 'reflect', 'svg', 'exif', 'visual', 'embedding', 'freemarker', 'overlay', 'appearance', 'content projection', 'goldmark', 'images', 'image building', 'visibility', 'mirror', 'icons', 'iconography', 'image build', 'environment markers', 'marker resolution', 'screen', 'inlay hints', 'graphics', 'image component', 'internal representation', 'visualization', 'inlay hint', 'embedded', 'tray icon', 'diagram', 'mask', 'vision', 'masking', 'transparency', 'shadow', 'shadowing', 'build image', 'representation', 'mirroring', 'mirrors', 'iconv', 'marker', 'projection', 'visual appearance', 'image packaging', 'free marker', 'visibility issue', 'markers']"
javascript,547,javascript,547,977,"['dom', 'scripting', 'html', 'javascript', 'script', 'automation', 'browser', 'firefox', 'js', 'jsx', 'emscripten', 'scripts', 'scriptpubkeyman', 'chrome', 'third party scripts', 'safari', 'content script', 'selenium', 'automation testing', 'browser compatibility', 'shadow dom', 'domdocument', 'javascript engine', 'ecmascript', 'script execution', 'domain:html', 'dom manipulation', 'dom extension', 'ui automation', 'jquery', 'script fields', 'script manager', 'htmlunit', 'browser interaction', 'script test']"
routing,99,routing,99,173,"['routing', 'app router', 'router', 'next router', 'parallel routes', 'typed routes', 'pages router', 'intercepting routes', 'routing issue', 'route interception']"
graph,25,graphql,100,247,"['graphql', 'fx', 'graph', 'spring graphql', 'dynamic graph', 'graph execution', 'graph construction', 'callgraph', 'graph optimization', 'graph break', 'graph compilation', 'dynamic computation graph', 'graph manipulation', 'fx graph', 'graph neural networks', 'graph issue', 'graph recompilation', 'graph mode', 'graph breaking', 'graph building']"
static variable,4,settings,96,392,"['settings', 'properties', 'attribute', 'variables', 'static items', 'property resolution', 'property access', 'set', 'setting', 'variable', 'setup', 'property', 'global variables', 'value objects', 'property source', 'propertysource', 'dynamic property', 'working sets', 'unstable attribute', 'static', 'dynamic content', 'dynamic', 'dynamic axes', 'attribute error', 'arbitrary values', 'data attribute', 'value classes', 'dynamic property sources', 'value class', 'attributes', 'constant', 'global variable', 'constants', 'constant evaluation', 'variable scope', 'constant expression', 'attribute issue', 'attribute system', 'static initialization', 'static variable', 'multivalue', 'constant time', 'generic constants', 'set operation', 'attribute access', 'value object', 'variable management', 'static method', 'static mut']"
json,130,json,130,326,"['json', 'serialization', 'deserialization', 'jsonrpc', 'jsonrpc2', 'serialize', 'kotlin serialization', 'jsonpath', 'json rpc', 'json output', 'json parsing', 'json processing', 'json path', 'json schema', 'jsonassert']"
snapshots,2,sync,105,239,"['sync', 'snapshot', 'synchronization', 'searchable snapshots', 'searchablesnapshots', 'snapshot repo', 'synctest', 'snapshots', 'snapshot restore', 'sync load', 'sync issue', 'sync package', 'sync failure', 'cloud sync', 'snapshot testing', 'snapshot repository', 'snapshot recovery', 'searchable snapshot', 'azure snapshot repo']"
decompilation,32,packaging,49,244,"['packaging', 'decompiler', 'decompilation', 'folding', 'compression', 'recompilation', 'commons compress', 'bundling', 'finalizers', 'bundler', 'unboxing', 'unwinding', 'torchelastic', 'unflatten', 'hardening', 'destructuring', 'compaction', 'decomposition', 'unmarshalling', 'elastic', 'unmarshaling', 'unwind', 'repackaging', 'decompiler bug', 'decompilation issue', 'wrapper', 'bundling issue', 'constant folding', 'wrapping', 'decompiler issue', 'destructors']"
refactor,32,refactoring,174,705,"['refactoring', 'refactor', 'repl', 'backup', 'restore', 'cleanup', 'backward', 'code cleanup', 'repr', 'backup restore', 'memoryleak', 'relui', 'removal', 'recovery', 'flashback', 'revalidation', 'tidy', 'relu', 'type cleanup', 'bucket', 'code refactoring', 'backup and restore', 'undo redo', 'disposable management', 'redux', 'cleaning', 'fragment', 'reuse', 'reflow', 'revert', 'restoration', 'replace', 'subscription', 'trash', 'renewal', 'reorganize', 'log backup', 'reorg', 'dump', 'reorganization', 'delete', 'replace into', 'search and replace', 'simplification', 'type: refactor', 'clean up', 'reusability', 'reversing', 'undo', 'type: refactoring', 'type:refactoring', 'cancellation', 'rewriting', 'rebuild', 'inplace', 'undeprecated', 'retrieval', 'category:refactoring', 'cancel', 'disposable store', 'disposable', 'replacement', 'unsubscription', 'reconstruction', 'inplace operation', 'reparameterization', 'unification', 'disposal', 'backup recovery', 'deletion', 'cleanup issue', 'unimplemented', 'reentrancy']"
tensor,180,pytorch,619,1281,"['tensor', 'pytorch core', 'pytorch', 'pytorch api', 'pytorch dynamo', 'tensor operations', 'pytorch test', 'sparse', 'tensor subclass', 'tensorboard', 'pytorch model', 'pytorch linalg', 'pytorch compiler', 'pytorch transformers', 'tensordict', 'pytorch frontend', 'pytorch function', 'pytorch benchmarks', 'tensor parallel', 'tensor parallelism', 'pytorch compile', 'tensor creation', 'pytorch onnx', 'pytorch rocm', 'pytorch docs', 'pytorch internal', 'tensor ops', 'tensor operation', 'domain tensor', 'pytorch aten', 'pytorch distributed', 'tensor dict', 'meta tensors', 'sparse tensor', 'tensors', 'pytorch functionality', 'meta tensor', 'pytorch ops', 'named tensor', 'tensor construction', 'pytorch feature request', 'sparse matrix', 'pytorch fx', 'pytorch ir', 'tensor api', 'sparse tensors', 'pytorch export', 'tensor manipulation', 'domain: pytorch', 'tensor management', 'pytorch modules', 'tensor computation', 'distributed tensor', 'pytorch optimization', 'tensor issue', 'nested tensor', 'pytorch issues', 'pytorch issue', 'tensor broadcasting', 'tensor shapes', 'pytorch feature', 'tensor attributes', 'pytorch elastic', 'pytorch benchmark', 'pytorch backend', 'pytorch extensions', 'tensorrt', 'tensor conversion', 'tensor comparison', 'masked tensor', 'async collective tensor', 'tensor copy', 'fake tensor', 'nested tensors', 'tensor prop', 'empty tensor']"
validation,155,validation,155,630,"['validation', 'assertionerror', 'assertion', 'assertion failure', 'assertion error', 'verification', 'assert', 'bounds', 'bounds check', 'clamp', 'assertion library', 'coercion', 'schema validation', 'constraint violation', 'validation error', 'guard validation', 'query validation', 'hibernate validator', 'assertj', 'input validation', 'out of bounds', 'constraint', 'constraints', 'assertions', 'bounds checking', 'a coercions', 'invalidation', 'form validation', 'limitations', 'guard failure', 'bounds error', 'constraint validation', 'unique constraint', 'tag validation', 'ticket validation']"
scaling,4,bootstrap,77,122,"['bootstrap', 'zoom', 'size', 't bootstrap', 'size oblivious', 'resize', 'scaling', 'scalability', 'bootstrapping', 'unsizing', 'viewport']"
recursion,30,iterator,66,263,"['iterator', 'array', 'recursion', 'arrays', 'loop', 'for loop', 'variadic functions', 'var dump', 'foreach', 'auto increment', 'iter', 'recursion limit', 'iterators', 'count nonzero', 'counter', 'while loop', 'varargs', 'subarray', 'recursive functions', 'shebang', 'iteration', 'infinite loop', 'it', 'array indexing', 'array operations', 'array manipulation', 'recursive error', 'c variadic', 'loops', 'recursion error', 'array handling', 'array access', 'infinite recursion']"
internals,4,internal,30,117,"['internal', 'injection', 'insiders', 'intrinsics', 'ingest', 'primitives', 'intrinsic', 'internals', 'intrinsic function', 'insert mode', 'insert', 'injector', 'go internal', 'fault injection']"
php8,4,php,120,395,"['zend engine', 'zend', 'php core', 'phpdbg', 'zsh', 'zend optimizer', 'php8', 'zlib', 'zendengine', 'php', 'zenmode', 'php 8.4', 'symfony', 'php internal', 'php compiler', 'php src', 'ziglang', 'php 8 4']"
triton kernel,4,triton,79,119,"['triton', 'kernel', 'manylinux', 'kernel generation', 'triton kernels', 'triton kernel']"
scheduler,49,scheduler,49,293,"['planner', 'scheduler', 'task', 'worker', 'tasks', 'scheduling', 'future', 'plan9', 'task scheduler', 'nightly', 'project', 'background tasks', 'schedule', 'cron', 'task failure', 'assignment', 'workers', 'futures', 'future compat', 'task dependency', 'planning', 'cron expression', 'jobs', 'task management', 'execution plan', 'logical plan', 'job management', 'people', 'requires nightly', 'scheduled task', 'cloudflare workers', 'roadmap', 'scheduled tasks', 'matrix jobs', 'schedule issue']"
file system,95,filesystem,148,765,"['storage', 'partitioning', 'filesystem', 'filetype', 'file system', 'file handling', 'lfs', 'upload', 'multipart', 'wallet', 'files', 'mime types', 'mime', 'async storage', 'dropbox', 'upload error', 'local storage', 'storage driver', 'cloud storage', 'network partition', 'file management', 'file size', 'partitioner', 'store', 'hdfs', 'ipfs', 'code size', 'address space', 'large file', 'onedrive', 'file access', 'file type', 'reorganize partition', 'partition pruning', 'partition', 'external storage', 'filetype plugin', 'storage engine', 'file format', 'file', 'file upload', 'data storage', 'async local storage', 'blobstore', 'content length', 'storage issue', 'file extension', 'fileinfo', 'filetype support', 'filetype detection', 'file watcher', 'file reader', 'local files', 'skipfile', 'image store', 'file monitoring', 'raw file', 'multipart upload', 'file input', 'mime type', 'mimetype', 'filesystem error', 'large files', 'space management', 'disk space', 'filesystem issue', 'upload issue', 'partition management']"
svelte 5,19,svelte,179,795,"['uv cli', 'svelte 5', 'uv tool', 'uv sync', 'uvx', 'svelte', 'vet', 'sveltekit', 'uv', 'svelte compiler', 'uv lock', 'uv python', 'uv api', 'vector', 'svelte component', 'svelte core', 'uv run', 'vuetify', 'vercel', 'riscv', 'svelte syntax', 'venv', 'uv add', 'vectorization', 'svelte5', 'svelte kit', 'svelte migration', 'vector index', 'vectors', 'tool uv', 'uv publish', 'uv pip', 'uv config', 'uv init', 'vsda', 'vcs', 'avr', 'sve', 'scalar', 'vue', 'svelte check', 'svelte directives', 'cat', 'uv index', 'uv project', 'v radio', 'domain: svelte', 'vuejs', 'uv issue', 'uv configuration', 'go vet', 'sveltejs', 'svelte features', 'svelte feature', 'vtable', 'svelte version 5', 'uv library', 'avx', 'segv', 'riscv64', 'vec', 'vt100', 'svelte transition', 'svelte bindings', 'svelte class', 'svelte version', 'svelte template', 'svelte component interaction', 'dense vector', 'astral sh uv']"
turbo,10,turbopack,66,324,"['turbopack', 'driver', 'driver upgrade', 'driver update', 'dashboard', 'v8', 'race detector', 'turbo', 'driver issue', 'aux window', 'mach o', 'turbomodule', 'monaco editor', 'driver 115', 'driver terabox', 'driver feijipan', 'monaco', 'benchseries', 'race', 'turbo module', 'v8 api', 'aux build', 'accelerator', 'boost', 'rescore', 'rpm', 'terabox', 'acceleration', 'engine', 'read engines', 'racing', 'racing condition', 'turbo pack', 'java driver', 'drivers', 'turbo modules', 'web driver', 'alpine', 'v8 compatibility', '115 driver']"
abi,66,abi,66,220,"['abi', 'infoschema', 'uri', 'ir', 'wasi', 'f abi', 'rtti', 'infra', 'a abi', 'test infra', 'abi issue', 'mpi', 'abi compatibility', 'java interop', 'intellisense', 'luci', 'abi mismatch', 'int8', 'spi', 'ioc', 'ini', 'sapi', 'ime', 'c abi', 'interrupt', 'abi compliance', 'interop', 'uefi', 'python interp']"
lint,113,ice,409,1073,"['clippy', 'lint', 'linting', 'shell', 'tiflash', 'slices', 'slice', 'comptime', 'fabric', 'zipkin', 'linter', 'dumpling', 'zip', 'freezing', 'mustache', 'pie', 'archive', 'mermaid', 'cookie', 'cookies', 'next lint', 'extract', 'flatlist', 'canvas', 'diesel', 'fish', 'tar', 'pam', 'fiber', 'toast', 'polyfills', 'kqueue', 'border', 'yarn', 'polyfill', 'nix', 'elements', 'clipping', 'cusparse', 'hardswish', 'cutlass', 'cumsum', 'metal', 'pickle', 'neon', 'flatten', 'oxide', 'layercake', 'frozen tier', 'quartz', 'web clipper', 'freeze', 'pear', 'badger', 'parquet', 'ice', 'lint issue', 'rustc ice', 'pglite', 'lints', 'slicing', 'material', 'magma', 'fish shell', ' ice ', 'ice ', 'composite', 'lint warning', 'mesh']"
lsp,35,ldap,56,120,"['ldap', 'lsp', 'spring ldap', 'lsp issue']"
suspend,2,rest,46,124,"['rest', 'hang', 'defer', 'drop', 'sleep', 'dropout', 'fallback', 'suspend', 'callback', 'deferred content', 'fallback content', 'defer block', 'fallback function', 'suspend function']"
list view,2,scrolling,73,136,"['scrolling', 'view', 'scrollview', 'pagination', 'views', 'scrollbar', 'viewchild', 'listing view', 'view children', 'list view', 'view child', 'output view', 'view operation', 'scroll api']"
sse,16,ssa,47,144,"['ssa', 'ssr', 'cte', 'sse', 'cve', 'slsa', 'dce', 'scss', 'go ssa', 'cse', 'sri', 'ssa interp', 'sse emitter']"
resource limit,2,integer overflow,95,160,"['overflow', 'integer overflow', 'limit', 'limits', 'outofmemoryerror', 'resource limit', 'size limit', 'topic integer overflow', 'memory limit', 'limit operator']"
paketo,7,vite,45,432,"['fs', 'spring hateoas', 'groovy', 'vite', 'graalvm', 'govulncheck', 'pikpak', 'hermes', 'paketo', 'godebug', 'pgo', 'sdkman', 'serde', 'llama', 'illumos', 'gerritbot', 'undici', 'kineto', 'hateoas', 'lombok', 'artemis', 'antora', 'splfixedarray', 'sema', 'grafana', 'lua', 'nls', 'sarif', 'mksnapshot', 'pino', 'musl', 'chumsky', 'arange', 'gelu', 'lora', 'gil', 'camel', 'podman', 'tdigest', 'ripgrep', 'kms', 'loclist', 'gitea', 'aria', 'gotypes', 'semver', 'dyn star', 'gitignore', 'cassandra', 'sigterm', 'sigint', 'godev', 'man', 'gotypesalias', 'godeps', 'dylib']"
cover,2,coverage,46,52,"['coverage', 'storybook', 'good first issue', 'cover']"
classloading,19,classpath,37,203,"['classpath', 'initialization', 'class', 'classloading', 'constructor', 'classloader', 'class loader', 'instantiation', 'utility classes', 'constructor injection', 'new instance', 'dataclasses', 'custom class', 'dataclass', 'dynamic classes', 'main class', 'class loading', 'setter injection', 'missing', 'utility class', 'classpath loading', 'lazy initialization', 'instanceof', 'instantiation service', 'missing classes', 'enhanced classes', 'classloader issue', 'class recovery', 'initializers', 'classpath issue', 'type instantiation']"
aggregation,55,aggregation,55,169,"['aggregation', 'collective', 'join', 'collections', 'union', 'merge', 'gather', 'merge conflict', 'concat', 'aggregations', 'mergebot', 'consensus', 'automerge', 'merge request', 'async merge', 'collective operations', 'concatenation', 'ml aggregations', 'collective ops', 'union type', 'aggregate', 'aggregation test', 'auto collected', 'aggregation tests']"
filter,40,filter,40,67,"['filter', 'code lens', 'filtering', 'code lenses', 'runtime filter', 'lens']"
revision history,2,breaking change,37,74,"['breaking change', 'history', 'local history', 'changedetection', 'changelog', 'provenance', 'change point', 'revision history']"
borrow checker,31,borrow checker,31,102,"['borrow checker', 'checksum', 'borrowck', 'checker', 'borrow checking', 'checkstyle', 'checkbox', 'borrow check']"
timeout,76,timeout,76,104,"['timeout', 'slow query log', 'slow query', 'checkout', 'slow log', 'delay', 'timed out', 'lag', 'latency', 'test timeout', 'query hang']"
node js,2,nodejs,74,212,"['npm', 'node api', 'node compat', 'nodejs compatibility', 'node integration', 'node', 'webpack', 'noder', 'node compatibility', 'npm package', 'node js', 'npm integration', 'master node', 'node.js', 'nodejs', 'npm support', 'javascript core', 'nodejs core', 'seed node']"
rollover,2,undertow,50,199,"['undertow', 'hover', 'curl', 'slog', 'hip', 'sway', 'tooltip', 'jest', 'arm', 'rollup', 'push', 'cranelift', 'let underscore drop', 'props', 'chore', 'sway core', 'stomp', 'tiproxy', 'prop', 'go tip', 'rollover', 'push failure']"
match pattern,5,pattern matching,76,246,"['match', 'pattern matching', 'hash', 'regex', 'hash join', 'hashing', 'never patterns', 'hash aggregation', 'patterns', 'pin', 'pattern', 'matcher', 'sharding', 'hash mismatch', 'mhash', 'hash table', 'matchit', 'match statement', 'pinning', 'match expression', 'pattern matcher', 'shards', 'matching', 'hash function', 'equals hashcode', 'regexp', 'match pattern', 'sha256', 'sha3', 'shard management']"
mapping,26,binding,64,245,"['mapping', 'binding', 'mapper', 'property binding', 'vmap', 'data binding', 'maps', 'class binding', 'binder', 'constructor binding', 'sitemap', 'source maps', 'import map', 'hashmap', 'data mapping', 'weakmap', 'map', 'bindgen', 'two way binding', 'source map', 'bindings', 'bind', 'mappings', 'import maps', 'non lifetime binders', 'template binding', 'mutable mapping', 'index mapping', 'mapping issue', 'binding issue', 'xml bind', 'sitemaps', 'map iteration', 'map write', 'binding errors', 'json bind']"
copy,8,clipboard,34,137,"['clipboard', 'replication', 'paste', 'copy', 'clone', 'deepcopy', 'unique', 'duplicate', 'objcopy', 'distinct', 'copy paste', 'duplication', 'cloning', 'copy operation', 'copy properties', 'deduplication', 'paste issue', 'structured clone', 'duplicates', 'copy error']"
f trait,3,fzf,32,184,"['f compiler', 'f traits', 'f compiler error', 'ffi', 'fft', 'f type system', 'f trait', 'cfi', 'protobuf', 'deref', 'f compiler errors', 'c ffi', 'f compiler internal', 'f dyn trait', 'fzf vim', 'finfo', 'fouc', 'f specialization', 'a ffi', 'omegaconf', 'fzf options', 'fzf integration', 'fzf cli', 'fzf', 'coff', 'feishu', 'futex', 'ftplugin', 'fzf configuration', 'fzf features']"
area: core,4,dynamic shapes,33,193,"['dynamic shape', 'dynamic shapes', 'zone.js', 'playground', 'area core', 'spatial', 'area/build', 'zoneless', 'area compiler', 'area sql', 'region', 'metro', 'area modules', 'regions', 'zone', 'area: core', 'area api', 'region balancing', 'zone js', 'map location', 'geospatial', 'tesseract', 'trampoline', 'region error', 'location', 'area/tools', 'area/cmd', 'go playground', 'area/crypto', 'area/editor', 'area: cli', 'shape', 'zonejs', 'geo shape', 'spatial plugin']"
xml,65,xml,65,116,"['xml', 'libxml2', 'simplexml', 'xml configuration', 'libxml', 'xml ws', 'xpath', 'xmlreader', 'xml schema', 'xml soap', 'xml processing']"
next.js,17,nextjs,105,151,"['nextjs', 'next.js api', 'next api', 'next.js', 'next 14', 'next start', 'next js', 'next build', 'next og', 'domain: next.js']"
lock,10,transaction,42,295,"['lockfile', 'session', 'electron', 'deadlock', 'locking', 'lock', 'transaction management', 'transaction', 'atomic', 'blocking', 'mutex', 'transactional', 'lock file', 'session management', 'locks', 'release blocker', 'lock management', 'lock files', 'blocking issue', 'universal locking', 'lock mechanism', 'atomic operations', 'atomic ops', 'stuck', 'lock resolution', 'atomic operation']"
