representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
delegation,9,delegation,9,9,['delegation']
copy,8,copy,8,8,['copy']
unsized types,21,unsized types,21,21,['unsized types']
licensing,5,license,10,15,"['license', 'licensing']"
t const,3,t const,3,3,['t const']
extern,6,extern,6,6,['extern']
incremental,5,incremental,5,5,['incremental']
submodules,5,submodule,7,12,"['submodules', 'submodule']"
nightly,6,nightly,6,6,['nightly']
object safety,8,object safety,8,8,['object safety']
bounds,8,bounds,8,8,['bounds']
command line interface,8,command line interface,8,8,['command line interface']
union,9,union,9,9,['union']
specialization,9,specialization,9,9,['specialization']
zoneless,7,zoneless,7,7,['zoneless']
angular compiler,8,angular compiler,8,8,['angular compiler']
platform server,4,platform server,4,4,['platform server']
rxjs,14,rxjs,14,14,['rxjs']
content projection,8,content projection,8,8,['content projection']
dependencyinjection,3,dependencyinjection,3,3,['dependencyinjection']
mermaid,7,mermaid,7,7,['mermaid']
area compiler,3,area compiler,3,3,['area compiler']
class binding,7,class binding,7,7,['class binding']
symbolic computation,14,symbolic computation,14,14,['symbolic computation']
torch.cond,4,torch.cond,4,4,['torch.cond']
set,3,set,3,3,['set']
dispatch,10,dispatch,10,12,"['dispatch', 'dispatching']"
conv1d,3,conv1d,3,3,['conv1d']
interpolation,13,interpolation,13,13,['interpolation']
compute,3,compute,3,3,['compute']
stable diffusion,8,stable diffusion,8,8,['stable diffusion']
mkl,8,mkl,8,8,['mkl']
matmul,7,matmul,7,7,['matmul']
runner,9,runner,9,9,['runner']
aotcompilation,3,aotcompilation,3,3,['aotcompilation']
llama,3,llama,3,3,['llama']
conv2d,3,conv2d,3,3,['conv2d']
conv,3,conv,3,3,['conv']
broadcast,4,broadcast,4,7,"['broadcast', 'broadcasting']"
torch api,6,torch api,6,6,['torch api']
nn module,19,nn module,19,30,"['nn modules', 'nn module', 'nn.module']"
huggingface,7,huggingface,7,7,['huggingface']
inference mode,6,inference mode,6,6,['inference mode']
dynamo export,6,dynamo export,6,6,['dynamo export']
boolean,6,boolean,6,6,['boolean']
dcp,7,dcp,7,7,['dcp']
bool,3,bool,3,3,['bool']
python compatibility,16,python compatibility,16,19,"['python compatibility', 'python support']"
type hints,3,type hints,3,3,['type hints']
compile autograd,3,compiled autograd,6,9,"['compile autograd', 'compiled autograd']"
performance regression,34,performance regression,34,34,['performance regression']
cudagraphs,12,cudagraphs,12,14,"['cudagraphs', 'cudagraph']"
tensor subclass,12,tensor subclass,12,12,['tensor subclass']
c10d,6,c10d,6,6,['c10d']
tvm,10,tvm,10,10,['tvm']
inlining,19,inlining,19,19,['inlining']
arm,12,arm,12,12,['arm']
memory access,38,memory access,38,38,['memory access']
model behavior,4,model behavior,4,4,['model behavior']
tensorboard,6,tensorboard,6,6,['tensorboard']
css generation,6,css generation,6,6,['css generation']
utility,12,utility,12,12,['utility']
postcss,17,postcss,17,17,['postcss']
plugin issue,20,plugin issue,20,23,"['plugin issue', 'plugin issues']"
selector,8,selector,8,8,['selector']
clang,8,clang,8,8,['clang']
data integrity,18,data integrity,18,18,['data integrity']
svelte syntax,4,svelte syntax,4,6,"['svelte syntax', 'svelte directives']"
rollup,5,rollup,5,5,['rollup']
goldmark,5,goldmark,5,5,['goldmark']
front matter,12,front matter,12,12,['front matter']
content rendering,10,content rendering,10,10,['content rendering']
latex,4,latex,4,4,['latex']
images,6,images,6,6,['images']
path handling,9,path handling,9,9,['path handling']
multilingual,9,multilingual,9,9,['multilingual']
glob,4,glob,4,4,['glob']
language update,3,language update,3,6,"['language update', 'language upgrade']"
log4j2,14,log4j2,14,23,"['log4j2', 'log4j']"
jmx,14,jmx,14,14,['jmx']
maria db,4,mariadb,11,15,"['mariadb', 'maria db']"
retry,38,retry,38,38,['retry']
asciidoc,8,asciidoc,8,8,['asciidoc']
technology,3,technology,3,3,['technology']
build info,3,build info,3,3,['build info']
binder,8,binder,8,8,['binder']
request handling,4,request handling,4,4,['request handling']
management,6,management,6,6,['management']
bom,26,bom,26,26,['bom']
conditionals,2,conditional,4,11,"['conditional', 'conditional on', 'conditional statements', 'conditionals']"
convention,8,conventions,16,24,"['convention', 'conventions']"
application context,9,application context,9,9,['application context']
test improvement,6,test improvement,6,8,"['test improvement', 'test enhancement']"
sql server,2,mssql,9,13,"['mssql', 'sqlserver', 'sql server']"
spring boot buildpack,3,spring boot buildpack,3,5,"['spring boot buildpack', 'spring boot build']"
containerization,10,containerization,10,17,"['containerization', 'container management']"
launcher,10,launcher,10,10,['launcher']
logback,18,logback,18,18,['logback']
newrelic,6,newrelic,6,6,['newrelic']
constructor binding,6,constructor binding,6,6,['constructor binding']
rabbitmq,36,rabbitmq,36,36,['rabbitmq']
conversion,33,conversion,33,33,['conversion']
spring cloud,10,spring cloud,10,10,['spring cloud']
image building,5,image building,5,5,['image building']
domain core,4,domain core,4,4,['domain core']
startup failure,5,startup failure,5,5,['startup failure']
mime type,2,mime types,5,11,"['mime types', 'mime type', 'mimetype']"
spring data mongodb,4,spring data mongodb,4,4,['spring data mongodb']
web client,4,web client,4,4,['web client']
cookie,9,cookie,9,17,"['cookie', 'cookies']"
java version,41,java version,41,41,['java version']
rest client,29,rest client,29,29,['rest client']
maintenance,114,maintenance,114,114,['maintenance']
api removal,3,api removal,3,3,['api removal']
rank eval,5,rank eval,5,5,['rank eval']
multi cluster,18,multi cluster,18,18,['multi cluster']
date format,18,date format,18,21,"['date format', 'date format issue']"
recovery,14,recovery,14,14,['recovery']
knn,7,knn,7,7,['knn']
ccr,3,ccr,3,3,['ccr']
ingest,8,ingest,8,8,['ingest']
fullclusterrestartit,3,fullclusterrestartit,3,3,['fullclusterrestartit']
keyword,4,keyword,4,4,['keyword']
ui improvement,61,ui improvement,61,110,"['ui enhancement', 'ui improvement', 'gui improvement', 'ui suggestion']"
terminal integration,4,terminal integration,4,4,['terminal integration']
bash,11,bash,11,11,['bash']
usage,7,usage,7,7,['usage']
interactive,8,interactive,8,8,['interactive']
instruction handling,3,instruction handling,3,3,['instruction handling']
visibility,11,visibility,11,11,['visibility']
forc,4,forc,4,4,['forc']
memory usage,24,memory usage,24,26,"['memory usage', 'memory consumption']"
resource resolution,4,resource resolution,4,4,['resource resolution']
bean post processing,7,bean post processing,7,12,"['bean post processing', 'bean post processor']"
sse,16,sse,16,16,['sse']
blocking,9,blocking,9,9,['blocking']
web framework,4,web framework,4,4,['web framework']
null safety,12,null safety,12,12,['null safety']
mime,7,mime,7,7,['mime']
restclient,4,restclient,4,4,['restclient']
deserialization,18,deserialization,18,18,['deserialization']
spring webmvc,5,spring webmvc,5,5,['spring webmvc']
string processing,9,string processing,9,21,"['string handling', 'string manipulation', 'string processing']"
bsim,7,bsim,7,7,['bsim']
disassembly,15,disassembly,15,26,"['disassembly', 'disassembler', 'assembly disassembly', 'disassembly issue']"
pdb,7,pdb,7,7,['pdb']
rtti,6,rtti,6,6,['rtti']
switch statement,12,switch statement,12,12,['switch statement']
pcode,5,pcode,5,5,['pcode']
codebrowser,3,codebrowser,3,3,['codebrowser']
conflicts,3,conflict,10,13,"['conflicts', 'conflict']"
branch,4,branch,4,4,['branch']
mirror,5,mirroring,7,12,"['mirror', 'mirroring']"
pypi,8,pypi,8,8,['pypi']
project,6,project,6,6,['project']
webhooks,4,webhook,7,11,"['webhooks', 'webhook']"
115,5,115,5,5,['115']
method dispatch,7,method dispatch,7,7,['method dispatch']
wheel,11,wheel,11,11,['wheel']
cli usage,3,cli usage,3,3,['cli usage']
editable,3,editable,3,3,['editable']
venv,6,venv,6,6,['venv']
poetry,3,poetry,3,3,['poetry']
uv add,3,uv add,3,3,['uv add']
labs,6,labs,6,6,['labs']
calendar,13,calendar,13,13,['calendar']
simplexml,11,simplexml,11,11,['simplexml']
uaf,10,uaf,10,10,['uaf']
intl,5,intl,5,5,['intl']
zendengine,3,zendengine,3,3,['zendengine']
ext calendar,3,ext calendar,3,3,['ext calendar']
ext dom,3,ext dom,3,3,['ext dom']
ext standard,3,ext standard,3,3,['ext standard']
calling convention,8,calling convention,8,8,['calling convention']
dml,12,dml,12,12,['dml']
checksum,13,checksum,13,13,['checksum']
tidb ddl,3,tidb ddl,3,3,['tidb ddl']
sql feature,4,sql feature,4,6,"['sql feature', 'sql functionality']"
data migration,3,data migration,3,3,['data migration']
area sql,3,area sql,3,3,['area sql']
auto analyze,4,auto analyze,4,4,['auto analyze']
flashback,5,flashback,5,5,['flashback']
region,4,region,4,7,"['region', 'regions']"
xxd,4,xxd,4,4,['xxd']
gettext,7,gettext,7,7,['gettext']
autocommand,11,autocommand,11,15,"['autocommand', 'autocommands']"
autoloader,2,autoload,14,16,"['autoload', 'autoloader']"
gvim,3,gvim,3,3,['gvim']
widget,8,widget,8,8,['widget']
code server,3,code server,3,3,['code server']
multi window,3,multi window,3,5,"['multi window', 'multiple window support']"
zoom,3,zoom,3,3,['zoom']
quick pick,6,quick pick,6,6,['quick pick']
language model,5,language model,5,5,['language model']
references,6,references,6,6,['references']
marketplace,5,marketplace,5,5,['marketplace']
saving,3,saving,3,3,['saving']
iconography,2,iconography,2,2,['iconography']
source control,7,source control,7,10,"['source control', 'source management']"
draganddrop,2,drag and drop,11,13,"['draganddrop', 'drag and drop']"
text editor,9,text editor,9,9,['text editor']
stepping,3,stepping,3,3,['stepping']
instantiation,3,instantiation,3,3,['instantiation']
vscode ui,5,vscode ui,5,5,['vscode ui']
msal,9,msal,9,9,['msal']
publisher,3,publisher,3,3,['publisher']
test missing,2,test missing,2,2,['test missing']
code clarity,3,code clarity,3,3,['code clarity']
extension issue,14,extension issue,14,19,"['extension issues', 'extension issue', 'extension bug']"
api update,2,api upgrade,4,6,"['api update', 'api upgrade']"
esmodules,2,esmodules,2,2,['esmodules']
notification,8,notification,8,12,"['notification', 'notifications']"
input focus,4,input focus,4,4,['input focus']
lldb,4,lldb,4,4,['lldb']
local history,5,local history,5,5,['local history']
language style,2,language style,2,2,['language style']
pty,3,pty,3,3,['pty']
devcontainer,3,devcontainer,3,3,['devcontainer']
chatgpt,2,chatgpt,2,2,['chatgpt']
extensionapi,2,extensionapi,2,2,['extensionapi']
fuzzy search,14,fuzzy search,14,14,['fuzzy search']
compare,3,comparison,29,32,"['compare', 'comparison']"
web ui,7,web ui,7,10,"['web ui', 'web interface']"
customization,27,customization,27,27,['customization']
ui feedback,4,ui feedback,4,4,['ui feedback']
monaco editor,6,monaco editor,6,6,['monaco editor']
urls,5,urls,5,5,['urls']
autosave,5,autosave,5,5,['autosave']
tree,3,tree,3,3,['tree']
msys2,4,msys2,4,4,['msys2']
mdx,5,mdx,5,5,['mdx']
revalidation,8,revalidation,8,8,['revalidation']
serverless,3,serverless,3,3,['serverless']
server side,3,server side,3,3,['server side']
next 14,2,next 14,2,2,['next 14']
data fetching,4,data fetching,4,4,['data fetching']
next start,3,next start,3,3,['next start']
next config,3,next config,3,3,['next config']
sitemap,4,sitemap,4,6,"['sitemap', 'sitemaps']"
tailwindcss,68,tailwindcss,68,68,['tailwindcss']
isr,4,isr,4,4,['isr']
babel,5,babel,5,5,['babel']
hot reload,8,hot reload,8,11,"['hot reload', 'live reload']"
next lint,4,next lint,4,4,['next lint']
css modules,8,css modules,8,8,['css modules']
react,10,react,10,10,['react']
client side navigation,5,client side navigation,5,5,['client side navigation']
weak pointers,2,weak pointers,2,2,['weak pointers']
language enhancement,2,language enhancement,2,2,['language enhancement']
apidiff,2,apidiff,2,2,['apidiff']
x/build,2,x/build,2,2,['x/build']
failure,75,failure,75,75,['failure']
extract,3,extract,3,3,['extract']
webassembly,10,webassembly,10,10,['webassembly']
runtime performance,3,runtime performance,3,3,['runtime performance']
algorithm,35,algorithm,35,35,['algorithm']
watchflakes,5,watchflakes,5,5,['watchflakes']
go test,7,go test,7,9,"['go test', 'go/test']"
smtp,4,smtp,4,4,['smtp']
encoding/xml,4,encoding/xml,4,4,['encoding/xml']
interpreter,9,interpreter,9,9,['interpreter']
modindex,5,modindex,5,5,['modindex']
clock,4,clock,4,4,['clock']
toc,5,toc,5,5,['toc']
imports,9,imports,9,9,['imports']
text/template,2,text/template,2,2,['text/template']
range loop,5,range loop,5,5,['range loop']
loops,2,loop,7,9,"['loop', 'loops']"
mutex,10,mutex,10,10,['mutex']
x sys unix,2,x/sys,3,5,"['x sys unix', 'x/sys']"
linkname,4,linkname,4,4,['linkname']
printing,8,printing,8,14,"['printer', 'print', 'printing']"
server error,3,internal server error,4,7,"['server error', 'internal server error']"
type assertion,5,type assertion,5,5,['type assertion']
encoding/json,7,encoding/json,7,9,"['encoding/json', 'json encoding']"
signature,2,signature help,3,5,"['signature help', 'signature']"
command line tool,11,command line tool,11,23,"['command line tool', 'cli tool', 'command line tools']"
os exec,3,os/exec,7,10,"['os/exec', 'os exec']"
illumos,4,illumos,4,4,['illumos']
user,4,user,4,4,['user']
merge,9,merge,9,9,['merge']
doc improvement,10,doc improvement,10,10,['doc improvement']
buildinfo,4,buildinfo,4,4,['buildinfo']
gopath,6,gopath,6,8,"['gopath', 'gopathwalk']"
infra,2,infra,2,2,['infra']
spec compliance,14,spec compliance,14,14,['spec compliance']
env var,2,env variable,4,6,"['env var', 'env variable']"
cross platform,46,cross platform,46,46,['cross platform']
cmd/compile,19,cmd/compile,19,23,"['cmd/compile', 'cmd compile']"
go tool,24,go tool,24,24,['go tool']
openbsd,4,freebsd,9,13,"['openbsd', 'freebsd']"
noder,2,noder,2,2,['noder']
type crash,2,type crash,2,2,['type crash']
dynamic linking,8,dynamic linking,8,8,['dynamic linking']
switch,3,switch,3,3,['switch']
ppc64,4,ppc64le,5,9,"['ppc64', 'ppc64le']"
type:feature,5,type: feature,12,22,"['type/feature', 'type:feature', 'type: feature']"
generic types,23,generic types,23,29,"['generic types', 'generic type']"
go list,4,go list,4,4,['go list']
binary size,9,binary size,9,9,['binary size']
expected behavior,5,expected behavior,5,5,['expected behavior']
build tags,5,build tags,5,8,"['build tags', 'build tag']"
math/rand,3,math/rand,3,3,['math/rand']
area:gopls,3,area:gopls,3,3,['area:gopls']
for loop,3,for loop,3,3,['for loop']
runtime/metrics,3,runtime/metrics,3,3,['runtime/metrics']
nilness,2,nilness,2,2,['nilness']
bounds check,5,bounds check,5,10,"['bounds check', 'bounds checking', 'bounds error']"
printf,4,printf,4,4,['printf']
clarification,16,clarification,16,16,['clarification']
ide integration,20,ide integration,20,20,['ide integration']
push,4,push,4,4,['push']
language proposal,3,language proposal,3,3,['language proposal']
threadsanitizer,2,threadsanitizer,2,2,['threadsanitizer']
database/sql,6,database/sql,6,6,['database/sql']
goimports,2,goimports,2,2,['goimports']
eglot,2,eglot,2,2,['eglot']
package import,3,package import,3,3,['package import']
gerritbot,5,gerritbot,5,5,['gerritbot']
hashing,20,hashing,20,20,['hashing']
protobuf,4,protobuf,4,4,['protobuf']
vendoring,5,vendoring,5,5,['vendoring']
tcp,3,tcp,3,3,['tcp']
flatlist,3,flatlist,3,3,['flatlist']
metro,4,metro,4,4,['metro']
react native,41,react native,41,41,['react native']
ccache,5,ccache,5,5,['ccache']
background tasks,4,background tasks,4,4,['background tasks']
newrenderer,2,newrenderer,2,2,['newrenderer']
undici,6,undici,6,6,['undici']
webstreams,2,web streams,6,8,"['webstreams', 'web streams']"
area modules,2,area modules,2,2,['area modules']
reporter,3,reporter,3,3,['reporter']
clone,4,clone,4,4,['clone']
async hooks,5,async hooks,5,5,['async hooks']
priority high,2,priority high,2,4,"['priority high', 'high priority']"
mocking,19,mocking,19,19,['mocking']
test related,2,test related,2,2,['test related']
source maps,2,source maps,2,4,"['source maps', 'source map']"
deno install,6,deno install,6,6,['deno install']
deno fmt,2,deno fmt,2,2,['deno fmt']
serve,4,serve,4,4,['serve']
nuxt,3,nuxt,3,3,['nuxt']
import map,3,import map,3,5,"['import map', 'import maps']"
symlink,11,symlink,11,11,['symlink']
url handling,13,url handling,13,13,['url handling']
canvas,4,canvas,4,4,['canvas']
jsdoc,8,jsdoc,8,8,['jsdoc']
stabilization,19,stabilization,19,19,['stabilization']
package resolution,9,package resolution,9,9,['package resolution']
async storage,2,async storage,2,4,"['async storage', 'async local storage']"
url parsing,10,url parsing,10,12,"['url parsing', 'uri parsing']"
deno node,5,deno node,5,5,['deno node']
library issue,38,library issue,38,53,"['library issue', 'library conflict', 'library issues', 'library incompatibility', 'library problem']"
docusaurus,4,docusaurus,4,4,['docusaurus']
aws,14,aws,14,14,['aws']
sdk,4,sdk,4,4,['sdk']
diesel,2,diesel,2,2,['diesel']
const trait,6,const trait,6,13,"['f const trait', 'const trait', 'const trait impl']"
target features,7,target feature,14,21,"['target feature', 'target features']"
borrowck,6,borrowck,6,6,['borrowck']
anyhow,3,anyhow,3,3,['anyhow']
never patterns,2,never patterns,2,2,['never patterns']
primitives,4,primitives,4,4,['primitives']
trait implementation,42,trait implementation,42,44,"['trait implementation', 'trait method']"
orphan rules,3,orphan rules,3,3,['orphan rules']
needs investigation,2,needs investigation,2,2,['needs investigation']
libstd,2,libstd,2,2,['libstd']
i unsound,8,i unsound,8,8,['i unsound']
doc tests,6,doc tests,6,9,"['doc tests', 'doc test']"
compiler diagnostics,2,compiler diagnostics,2,4,"['compiler diagnostics', 'compiler diagnostic']"
ui tests,5,ui tests,5,7,"['ui tests', 'ui test']"
grammar,9,grammar,9,9,['grammar']
numeric,13,numerics,19,32,"['numeric', 'numerics']"
unsoundness,32,unsoundness,32,32,['unsoundness']
trait objects,17,trait object,25,44,"['trait objects', 'trait object', 'a trait objects']"
deref,7,deref,7,7,['deref']
ptr,3,ptr,3,3,['ptr']
lld,3,lld,3,3,['lld']
false positive,11,false positive,11,14,"['false positive', 'false positives']"
compiler intrinsic,2,compiler intrinsic,2,2,['compiler intrinsic']
macro errors,2,macro errors,2,2,['macro errors']
t compiler error,2,t compiler error,2,2,['t compiler error']
attr repr,2,attr repr,2,2,['attr repr']
intrinsic,6,intrinsic,6,6,['intrinsic']
smart pointers,6,smart pointers,6,8,"['smart pointers', 'smart pointer']"
internals,4,internals,4,4,['internals']
rust analyzer,5,rust analyzer,5,5,['rust analyzer']
efficiency,2,efficiency,2,2,['efficiency']
f macro,2,f macro,2,2,['f macro']
c ffi,3,c ffi,3,3,['c ffi']
f inference,2,f inference,2,2,['f inference']
t ownership,2,t ownership,2,2,['t ownership']
a rustdoc ui,7,a rustdoc ui,7,7,['a rustdoc ui']
variadic functions,13,variadic functions,13,13,['variadic functions']
extern blocks,2,extern blocks,2,2,['extern blocks']
code coverage,4,test coverage,7,15,"['a code coverage', 'test coverage', 'code coverage']"
libs,3,libs,3,3,['libs']
transmutability,11,transmutability,11,11,['transmutability']
function calls,3,function call,7,12,"['function call', 'function calls', 'function invocation']"
method resolution,12,method resolution,12,12,['method resolution']
missing feature,2,missing feature,2,2,['missing feature']
test infra,2,test infra,2,2,['test infra']
alloc,3,alloc,3,3,['alloc']
abi issue,5,abi issue,5,9,"['abi issue', 'abi mismatch']"
rpath,3,rpath,3,3,['rpath']
tidy,8,tidy,8,8,['tidy']
f generics,2,f generics,2,2,['f generics']
cranelift,4,cranelift,4,4,['cranelift']
f opaque types,2,f opaque types,2,2,['f opaque types']
cli behavior,3,cli behavior,3,3,['cli behavior']
platform support,5,platform support,5,5,['platform support']
variance,3,variance,3,3,['variance']
vectorization,6,vectorization,6,6,['vectorization']
lexer,6,lexer,6,6,['lexer']
size,3,size,3,3,['size']
select,4,select,4,4,['select']
hashmap,2,hashmap,2,2,['hashmap']
ub,3,ub,3,3,['ub']
meson,2,meson,2,2,['meson']
phantom data,3,phantom data,3,3,['phantom data']
pointer arithmetic,15,pointer arithmetic,15,15,['pointer arithmetic']
miscompilation,8,miscompilation,8,8,['miscompilation']
c language,6,c compiler,15,32,"['c compiler', 'language c', 'c code', 'c implementation', 'c language']"
fn pointer,2,fn pointer,2,2,['fn pointer']
let underscore drop,2,let underscore drop,2,2,['let underscore drop']
sixel,4,sixel,4,4,['sixel']
win32,3,win32,3,3,['win32']
terminal ui,3,terminal ui,3,3,['terminal ui']
language improvement,2,language improvement,2,2,['language improvement']
whitespace,4,whitespace,4,4,['whitespace']
incremental hydration,7,incremental hydration,7,7,['incremental hydration']
changedetection,2,changedetection,2,2,['changedetection']
zone,6,zone,6,6,['zone']
interceptor,10,interceptor,10,14,"['interceptor', 'interceptors']"
esbuild,8,esbuild,8,8,['esbuild']
ng switch,3,ng switch,3,3,['ng switch']
example code,3,example code,3,6,"['example code', 'code sample']"
angular core,6,angular core,6,6,['angular core']
ts,2,ts,2,2,['ts']
distutils,5,distutils,5,5,['distutils']
torchgen,3,torchgen,3,3,['torchgen']
setup,12,setup,12,12,['setup']
torch inductor,5,torch inductor,5,5,['torch inductor']
addmm,4,addmm,4,4,['addmm']
aot compile,5,aot compilation,12,23,"['aot compilation', 'aot compiler', 'aot compile']"
distribtued training,2,distribtued training,2,2,['distribtued training']
model export,12,model export,12,12,['model export']
pipeline parallelism,3,pipeline parallelism,3,3,['pipeline parallelism']
kineto,3,kineto,3,3,['kineto']
upstream,15,upstream,15,15,['upstream']
tunableops,4,tunableops,4,7,"['tunableops', 'tunableop']"
inductor backend,13,inductor backend,13,13,['inductor backend']
function signature,12,function signature,12,12,['function signature']
hook,3,hooks,4,7,"['hook', 'hooks']"
mypy,5,mypy,5,5,['mypy']
xformers,2,xformers,2,2,['xformers']
deepcopy,5,deepcopy,5,5,['deepcopy']
size oblivious,3,size oblivious,3,3,['size oblivious']
gradientcheck,2,gradientcheck,2,4,"['gradientcheck', 'gradient check']"
pytorch linalg,2,pytorch linalg,2,2,['pytorch linalg']
fp8,5,fp8,5,5,['fp8']
mpi,4,mpi,4,4,['mpi']
dtype issue,3,dtype mismatch,6,14,"['dtype conversion', 'dtype mismatch', 'dtype mapping', 'dtype issue']"
type regression,2,type regression,2,2,['type regression']
functionalization,13,functionalization,13,13,['functionalization']
reasoning,3,reasoning,3,3,['reasoning']
timm,4,timm,4,4,['timm']
bitwise operations,3,bitwise operations,3,5,"['bitwise operations', 'bitwise operation']"
take along dim,3,take along dim,3,3,['take along dim']
operator support,3,operator support,3,3,['operator support']
symbol conflict,3,symbol conflict,3,3,['symbol conflict']
model inference,5,model inference,5,5,['model inference']
torch.nn,4,torch.nn,4,4,['torch.nn']
nll loss,3,nll loss,3,3,['nll loss']
dsd,3,dsd,3,3,['dsd']
tp,4,tp,4,4,['tp']
datastructures,2,datastructures,2,2,['datastructures']
subclassing,2,subclassing,2,4,"['subclassing', 'subclasses']"
learningrate,2,learning rate,11,13,"['learningrate', 'learning rate']"
batchnorm,3,batchnorm,3,3,['batchnorm']
libtorch,5,libtorch,5,5,['libtorch']
relu,4,relu,4,4,['relu']
header file,4,header file,4,4,['header file']
rendezvous,3,rendezvous,3,3,['rendezvous']
etcd,6,etcd,6,6,['etcd']
pytorch compiler,17,pytorch compiler,17,20,"['pytorch compiler', 'pytorch compile']"
bf16,6,bf16,6,6,['bf16']
pytorch transformers,3,pytorch transformers,3,3,['pytorch transformers']
doc issue,17,doc bug,18,35,"['doc issue', 'doc bug']"
tensordict,7,tensordict,7,7,['tensordict']
pytorch frontend,3,pytorch frontend,3,5,"['pytorch frontend', 'pytorch backend']"
clamp,4,clamp,4,4,['clamp']
recompilation,20,recompilation,20,20,['recompilation']
global variables,6,global variable,7,13,"['global variables', 'global variable']"
dlpack,3,dlpack,3,3,['dlpack']
save load,2,save load,2,2,['save load']
gather,4,gather,4,4,['gather']
distribtued,2,distribtued,2,2,['distribtued']
graph construction,2,graph construction,2,4,"['graph construction', 'graph building']"
pytorch benchmarks,2,pytorch benchmarks,2,4,"['pytorch benchmarks', 'pytorch benchmark']"
opset,3,opset,3,3,['opset']
hsdp,3,hsdp,3,3,['hsdp']
composer,4,composer,4,4,['composer']
cpu features,3,cpu features,3,3,['cpu features']
einsum,4,einsum,4,4,['einsum']
priority: medium,3,priority: medium,3,3,['priority: medium']
tensor parallel,3,tensor parallelism,11,14,"['tensor parallel', 'tensor parallelism']"
flops,5,flops,5,5,['flops']
memory format,6,memory format,6,6,['memory format']
torchbench,9,torchbench,9,9,['torchbench']
spectral norm,3,spectral norm,3,3,['spectral norm']
loading,11,loading,11,11,['loading']
openmp,7,openmp,7,7,['openmp']
randomness,12,randomness,12,12,['randomness']
onnxruntime,2,onnxruntime,2,2,['onnxruntime']
c10,5,c10,5,5,['c10']
asyncio,4,asyncio,4,4,['asyncio']
faketensor,2,faketensor,2,2,['faketensor']
merge conflict,3,merge conflict,3,3,['merge conflict']
functorch,8,functorch,8,8,['functorch']
abi compatibility,7,abi compatibility,7,7,['abi compatibility']
c api,4,c api,4,4,['c api']
concat,3,concat,3,5,"['concat', 'concatenation']"
diffusers,5,diffusers,5,5,['diffusers']
symbolic conversion,4,symbolic conversion,4,4,['symbolic conversion']
type conversion,9,type conversion,9,11,"['type conversion', 'data type conversion']"
pytorch onnx,2,pytorch onnx,2,2,['pytorch onnx']
autotune,13,autotune,13,17,"['autotune', 'autotuning']"
activation function,9,activation function,9,9,['activation function']
pytorch rocm,2,pytorch rocm,2,2,['pytorch rocm']
operator behavior,5,operator behavior,5,5,['operator behavior']
shapeerror,2,shapeerror,2,2,['shapeerror']
control flow,22,control flow,22,22,['control flow']
class detection,5,class detection,5,5,['class detection']
resource,4,resources,6,10,"['resource', 'resources']"
utility classes,4,utility class,7,11,"['utility classes', 'utility class']"
utilities,4,utilities,4,4,['utilities']
web components,11,web components,11,11,['web components']
feature index,2,feature index,2,2,['feature index']
regtest,7,regtest,7,7,['regtest']
fee estimation,4,fee estimation,4,4,['fee estimation']
synchronization,30,synchronization,30,30,['synchronization']
system tests,5,system tests,5,9,"['system tests', 'system test']"
depends,2,depends,2,2,['depends']
scriptpubkeyman,3,scriptpubkeyman,3,3,['scriptpubkeyman']
crypter,3,crypter,3,3,['crypter']
derived state,4,derived state,4,4,['derived state']
props,3,props,3,3,['props']
area api,2,area api,2,2,['area api']
svelte kit,2,svelte kit,2,2,['svelte kit']
svelte migration,5,svelte migration,5,5,['svelte migration']
alert,3,alert,3,3,['alert']
permalink,4,permalink,4,4,['permalink']
template issue,5,template issue,5,5,['template issue']
cascade,4,cascade,4,4,['cascade']
content model,2,content model,2,2,['content model']
content adapters,4,content adapters,4,7,"['content adapters', 'content adapter']"
params,5,params,5,5,['params']
library dependency,5,library dependency,5,5,['library dependency']
go runtime,4,go runtime,4,4,['go runtime']
content generation,5,content generation,5,5,['content generation']
framework kafka,2,framework kafka,2,2,['framework kafka']
timestamp,13,timestamp,13,13,['timestamp']
porting,26,porting,26,26,['porting']
spring boot starter,2,spring boot starter,2,2,['spring boot starter']
hateoas,4,hateoas,4,4,['hateoas']
jarmode,4,jarmode,4,4,['jarmode']
scoped beans,5,scoped beans,5,5,['scoped beans']
structured logging,6,structured logging,6,6,['structured logging']
lombok,15,lombok,15,15,['lombok']
health,7,health,7,7,['health']
spring rest docs,3,spring restdocs,9,17,"['spring rest docs', 'spring restdocs', 'rest docs']"
eclipse,15,eclipse,15,15,['eclipse']
boot autoconfigure,2,boot autoconfigure,2,2,['boot autoconfigure']
boot starter,2,boot starter,2,2,['boot starter']
spring aop,9,spring aop,9,14,"['spring aop', 'spring aot']"
systemd,9,systemd,9,9,['systemd']
spring boot starter test,2,spring boot starter test,2,2,['spring boot starter test']
connector,2,connector,2,2,['connector']
getting started,4,getting started,4,4,['getting started']
dev services,3,dev services,3,3,['dev services']
how to,5,how to,5,5,['how to']
otlp,6,otlp,6,6,['otlp']
rabbit mq,2,rabbit mq,2,2,['rabbit mq']
value objects,2,value objects,2,4,"['value objects', 'value object']"
mongo,8,mongo,8,8,['mongo']
boot loader,2,boot loader,2,2,['boot loader']
artemis,6,artemis,6,6,['artemis']
property source,5,property source,5,5,['property source']
