representative_label_by_embedding,count,representative_label_by_count,count,total_count,cluster
domain,2,infrastructure,174,348,"['infrastructure', 'dns', 'domain core', 'domain', 'domain/build', 'domain file', 'domain:build', 'domain:java', 'domain: tooling', 'domain: python', 'domain: build', 'domain: nodejs', 'domain:ui', 'domain/crypto', 'domain:cli', 'domain: core', 'domain: ui', 'domain: security', 'domain stdlib', 'domain:security', 'domain: user interface', 'domain:editor', 'domain: crypto', 'domain/cryptography', 'domain/tools', 'domain: infrastructure', 'domain:infrastructure', 'domain: java', 'domain:build tool', 'kerberos', 'domain: uv', 'domain php', 'domain:editing', 'domain:javascript', 'domain: editor', 'domain: terminal', 'domain: v8', 'domain: cryptography', 'domain: runtime', 'domain: cli', 'domain:network', 'domain: network', 'domain: build tool', 'domain:authentication', 'domain: networking']"
servlet,29,tomcat,129,182,"['tomcat', 'jsp', 'servlet', 'servlet container', 'servlet api']"
cgo,100,cgo,100,122,"['cgo', 'cglibs', 'purego', 'cgocall', 'gob', 'cglib', 'go cgo', 'cgo issue']"
functionalization,13,functionality,91,164,"['functionality', 'functional', 'functionalization', 'function support', 'functional api', 'functional programming', 'functional issue', 'nn.functional', 'nn functional', 'functional execution', 'functional bug']"
import,113,import,113,234,"['import', 'import error', 'importer', 'dynamic imports', 'organize imports', 'dynamic import', 'imports', 'package import', 'data import', 'import errors', 'module exports', 'import behavior', 'import failure', 'file import', 'import table', 'lightning import', 'import issue', 'import management', 'module import', 'go imports']"
index usage,2,indexing,93,272,"['index', 'indexing', 'reindex', 'indexer', 'index out of bounds', 'indexcompatibility', 'index compatibility', 'indices', 'index select', 'index mode', 'index settings', 'index management', 'index join', 'index out of range', 'index store', 'index fill', 'index strategy', 'index usage']"
completion,129,completion,129,188,"['completion', 'autocomplete', 'shell completion', 'completions', 'code completion', 'autocompletion', 'category: completion', 'completion issue']"
parallelization,2,concurrency,252,354,"['concurrency', 'race condition', 'parallelism', 'parallel', 'data parallelism', 'parallel execution', 'parallelization', 'concurrency issue', 'parallel processing', 'concurrency control']"
spring kafka,45,kafka,87,134,"['kafka', 'spring kafka', 'framework kafka']"
query processing,2,query,52,306,"['query planner', 'query', 'query execution', 'query performance', 'sql parser', 'query optimization', 'sql syntax', 'query plan', 'query planning', 'query optimizer', 'queries', 'query list', 'querydsl', 'query dsl', 'querying', 'query parser', 'sql performance', 'sql query', 'query result', 'query language', 'sql optimization', 'database performance', 'query issue', 'sql execution', 'dsr queries', 'sql analysis', 'sql parsing', 'query processing']"
llvm,99,llvm,99,132,"['llvm', 'tvm', 'gvim', 'neovim', 'a llvm', 'gemm', 'nvim', 'llvm ir']"
suggestion,104,suggestion,104,247,"['suggestion', 'suggest', 'proposal', 'suggestions', 'suggest change', 'suggestion improvement', 'user suggestion']"
backward compatibility,70,compatibility,259,445,"['compatibility', 'backward compatibility', 'library compatibility', 'compiler compatibility', 'incompatible', 'spec compatibility', 'c++ compatibility', 'compatibility issue', 'incompatibility', 'domain: compatibility', 'interoperability', 'topic: compatibility', 'c interoperability', 'binary compatibility', 'future incompatibility', 'cross version compatibility', 'backward compatible', 'backwards compatibility', 'gcc compatibility', 'glibc compatibility', 'version compatibility', 'architecture compatibility']"
ownership,40,ownership,40,54,"['ownership', 't ownership', 'assets', 'borrowing', 'asset management', 'ownership and borrowing']"
focus,38,attention,44,138,"['attention', 'focus', 'flex attention', 'input focus', 'focus mode', 'attention mechanism', 'attention mechanisms', 'focus issue', 'flash attention', 'focus management']"
reactive programming,38,reactive,80,178,"['reactive', 'reactivity', 'reactive programming', 'reactiveprogramming', 'reactive statements', 'reactive streams']"
tidb,103,tidb,103,291,"['r2dbc', 'tidb server', 'gdb', 'tidb sql', 'tidb', 'tidb ddl', 'lldb', 'tidb planner', 'tidb core', 'tidb query', 'odbc', 'tidb lightning', 'ti database', 'ojdbc']"
jetty,86,jetty,86,98,"['jetty', 'jetty reactive']"
image build,8,native image,97,192,"['native image', 'image', 'exif', 'images', 'image building', 'image build', 'image component', 'build image', 'image packaging']"
dom extension,3,dom,109,198,"['dom', 'html', 'shadow dom', 'domdocument', 'domain:html', 'dom manipulation', 'dom extension', 'htmlunit']"
routing,99,routing,99,111,"['routing', 'parallel routes', 'typed routes', 'intercepting routes', 'routing issue', 'route interception']"
graph,25,graphql,100,211,"['graphql', 'graph', 'spring graphql', 'dynamic graph', 'graph execution', 'graph construction', 'callgraph', 'graph optimization', 'graph break', 'graph compilation', 'dynamic computation graph', 'graph manipulation', 'graph neural networks', 'graph issue', 'graph recompilation', 'graph mode', 'graph breaking', 'graph building']"
ssl,105,ssl,105,191,"['ssl', 'tls', 'crypto/tls', 'openssl', 'https', 'ssl configuration']"
autoconfiguration,11,auto configuration,100,172,"['auto configuration', 'autowiring', 'autoconfiguration', 'auto analyze', 'autotune', 'boot autoconfigure', 'autoconfigure', 'autotuning', 'automa', 'autowired']"
formatting,113,formatting,113,329,"['markdown', 'formatting', 'format', 'formatter', 'markup', 'format string', 'format issue', 'output format', 'text formatting', 'list formatting', 'output formatting', 'code formatting', 'markdown support', 'data formatting', 'formatting issue', 'markdown rendering', 'html formatting']"
diagnostics,117,diagnostics,117,156,"['diagnostics', 'diagnostic', 'a diagnostics', 'failure analysis', 'failure analyzer', 'diagnostic issue']"
structs,3,struct,49,80,"['struct', 'data structures', 'datastructures', 'structure', 'struct layout', 'data layout', 'data structure', 'structs', 'content structure', 'struct padding']"
aten,56,aten,56,229,"['aten', 'nn', 'asan', 'ast', 'mkldnn', 'txn', 'knn', 'cudnn', 'asn1', 'attn', 'aten native']"
x pack,88,x pack,88,106,"['x pack', 'x509', 'xformers', 'x pack ml', 's390x', 'xla']"
setting,2,settings,96,110,"['settings', 'setting', 'setup']"
environment management,2,environment,82,90,"['environment', 'cross environment', 'environment configuration', 'environment interaction', 'environment management']"
templates,5,template,112,224,"['template', 'templating', 'template syntax', 'html/template', 'text/template', 'template issue', 'template pipeline', 'templates', 'template literals', 'template engine', 'template compatibility', 'template literal', 'template expansion', 'index template', 'template evaluation', 'issue template', 'search template', 'template migration', 'template compiler']"
json processing,13,json,130,179,"['json', 'jsonrpc', 'jsonrpc2', 'jsonpath', 'json rpc', 'json output', 'json parsing', 'json processing', 'json path', 'json schema', 'jsonassert']"
enum,74,enum,74,84,"['enum', 'enums', 'enum variant', 'enum layout', 'enum update']"
color theme,5,theme,45,64,"['theme', 'light theme', 'dark theme', 'theme extension', 'theming', 'color theme']"
sync,105,sync,105,176,"['sync', 'synchronization', 'synctest', 'sync load', 'sync issue', 'sync package', 'sync failure', 'cloud sync']"
serialization,125,serialization,125,147,"['serialization', 'deserialization', 'serialize', 'kotlin serialization']"
bundling,2,packaging,49,62,"['packaging', 'bundling', 'bundler', 'unboxing', 'wrapper', 'bundling issue', 'wrapping']"
kibana,8,neo4j,88,121,"['neo4j', 'lucene', 'kibana']"
refactor,32,refactoring,174,272,"['refactoring', 'refactor', 'code cleanup', 'type cleanup', 'code refactoring', 'reorganize', 'reorg', 'reorganization', 'simplification', 'type: refactor', 'type: refactoring', 'type:refactoring', 'rewriting', 'category:refactoring', 'unification']"
metadata,130,metadata,130,145,"['metadata', 'module metadata', 'starter metadata', 'library metadata', 'metadata issue', 'metadata reading', 'metadata parsing', 'metadata management']"
warnings,26,warning,119,150,"['warning', 'warnings', 'alert', 'warning messages']"
analysis,106,analysis,106,124,"['analysis', 'analyze', 'needs investigation', 'analysis issue', 'data analysis', 'investigation']"
const expressions,3,const eval,90,267,"['const eval', 'const', 'const evaluation', 'const generics', 'const fn', 'const propagation', 'const items', 'f const', 't const', 'f const trait', 'const expressions', 'generic const exprs', 'const trait', 'const fns', 'const safety', 'const functions', 'const expr', 'const generic', 'const unsafety', 'const features', 'domain const generics', 'generic const items', 'const trait impl', 'const expression', 'const context']"
tensor,180,tensor,180,400,"['tensor', 'tensor operations', 'tensor subclass', 'tensorboard', 'tensordict', 'tensor parallel', 'tensor parallelism', 'tensor creation', 'tensor ops', 'tensor operation', 'domain tensor', 'tensor dict', 'meta tensors', 'tensors', 'meta tensor', 'named tensor', 'tensor construction', 'tensor api', 'tensor manipulation', 'tensor management', 'tensor computation', 'distributed tensor', 'tensor issue', 'nested tensor', 'tensor broadcasting', 'tensor shapes', 'tensor attributes', 'tensorrt', 'tensor conversion', 'tensor comparison', 'masked tensor', 'async collective tensor', 'tensor copy', 'fake tensor', 'nested tensors', 'tensor prop', 'empty tensor']"
executor service,2,executor,53,61,"['executor', 'task executor', 'async executor', 'executor service']"
validation,155,validation,155,219,"['validation', 'verification', 'schema validation', 'validation error', 'query validation', 'hibernate validator', 'input validation', 'invalidation', 'form validation', 'constraint validation', 'tag validation', 'ticket validation']"
input method,11,input,87,205,"['input', 'input handling', 'output', 'input method', 'textinput', 'input output', 'component:vnumberinput', 'component: vnumberinput', 'input field', 'inputs', 'vnumberinput', 'text input', 'user input', 'input output mapping', 'number input', 'input component', 'input box', 'input processing', 'quick input']"
gc,78,gc,78,123,"['gc', 'grpc', 'forc', 'gcp', 'ipc', 'gcn', 'ppc', 'gcs', 'ticdc', 'gc issue']"
macro related,2,macro,75,146,"['macro', 'macro expansion', 'macro rules', 'macro errors', 'f macro', 'macros', 'macro related', 'derive macros', 'macro system', 'derive macro', 'macro redefinition']"
guix,3,gui,108,120,"['gui', 'x11', 'guix', 'xinclude', 'gtk']"
torch.fx,4,torch,119,405,"['torch compile', 'torch.compile', 'torchscript', 'torchdynamo', 'torch function', 'torch.export', 'torch', 'torchcompile', 'torch.fx', 'torch.cond', 'torch script', 'torch api', 'torchgen', 'torchfx', 'torch export', 'torch.nn', 'torchbench', 'torch compiler', 'torchvision', 'torchtune', 'torchaudio', 'torch.unique', 'torch jit', 'torch fx', 'torch distributed', 'domain: torchscript', 'domain torch library', 'torch.nn.functional', 'torch runtime error']"
actuator,62,actuator,62,64,"['actuator', 'actuate']"
tikv,52,tikv,52,75,"['tikv', 'svg', 'diagram']"
encoding issue,5,encoding,94,194,"['encoding', 'unicode', 'utf8', 'encoding/xml', 'encoding/json', 'uri encoding', 'utf 8', 'encoding issue', 'character encoding', 'url encoding', 'unicode support', 'utf8 error', 'json encoding']"
bootstrap,77,bootstrap,77,84,"['bootstrap', 't bootstrap', 'bootstrapping']"
fuzz testing,12,fuzzing,61,82,"['fuzzing', 'fuzz', 'fuzzer', 'fuzz testing']"
iterator,66,iterator,66,80,"['iterator', 'iter', 'iterators', 'it']"
data consistency,19,data race,78,120,"['data race', 'data consistency', 'data integrity', 'data dependency', 'data dependent']"
notebook,53,notebook,53,67,"['notebook', 'notebooks']"
test flakiness,3,flaky,44,54,"['flaky', 'test flakiness', 'test flake']"
release,68,release,68,180,"['release', 'release notes', 'release management', 'multi release', 'release process', 'release workflow', 'release note', 'type:release note', 'go release', 'release candidate', 'prerelease', 'pre release']"
cmake,52,cmake,52,55,"['cmake', 'rmake']"
pip compile,8,pip,69,86,"['pip', 'pip compile', 'uv pip compile', 'pip compatibility', 'pip install']"
vim functionality,3,vimscript,86,283,"['vim9script', 'vimscript', 'vim9', 'vim9class', 'vim', 'vim behavior', 'vim script', 'viml', 'vimrc', 'vim feature', 'vim plugin', 'vim features', 'vim configuration', 'vim core', 'vim functionality', 'vim internal', 'vim scripting', 'vim internal error', 'core vim', 'vite plugin', 'vimscript interaction']"
internal,30,internal,30,53,"['internal', 'insiders', 'internals', 'go internal']"
script,22,scripting,59,101,"['scripting', 'script', 'scripts', 'scriptpubkeyman', 'third party scripts', 'content script', 'script execution', 'script fields', 'script manager', 'script test']"
multi threading,10,threading,60,215,"['threading', 'virtual threads', 'multithreading', 'worker threads', 'threadsanitizer', 'thread pool', 'comment thread', 'thread local', 'thread hang', 'thread management', 'threads', 'multi threading', 'java threading', 'thread local storage', 'ui thread', 'virtual thread', 'thread interruption', 'pthread', 'thread']"
zend,33,zend engine,110,170,"['zend engine', 'zend', 'zsh', 'zend optimizer', 'zlib', 'zendengine', 'zenmode', 'ziglang']"
navigationdrawer,2,navigation,113,122,"['navigation', 'client side navigation', 'navigationdrawer', 'navigation drawer']"
assertions,5,assertion failure,151,331,"['assertionerror', 'assertion', 'assertion failure', 'assertion error', 'assert', 'assertion library', 'assertj', 'assertions']"
pytorch functionality,3,pytorch,619,857,"['pytorch core', 'pytorch', 'pytorch api', 'pytorch dynamo', 'pytorch test', 'pytorch model', 'pytorch linalg', 'pytorch compiler', 'pytorch transformers', 'pytorch frontend', 'pytorch function', 'pytorch benchmarks', 'pytorch compile', 'pytorch onnx', 'pytorch rocm', 'pytorch docs', 'pytorch internal', 'pytorch aten', 'pytorch distributed', 'pytorch functionality', 'pytorch ops', 'pytorch feature request', 'pytorch fx', 'pytorch ir', 'pytorch export', 'domain: pytorch', 'pytorch modules', 'pytorch optimization', 'pytorch issues', 'pytorch issue', 'pytorch feature', 'pytorch elastic', 'pytorch benchmark', 'pytorch backend', 'pytorch extensions']"
triton kernel,4,triton,79,85,"['triton', 'triton kernels', 'triton kernel']"
export,83,export,83,110,"['export', 'dynamo export', 'model export', 'exporter', 'export data', 'exports', 'ida exporter']"
hibernate,72,hibernate,72,72,['hibernate']
netty,83,netty,83,213,"['netty', 'net', 'netrw', 'netty4', 'net package', 'ntuple', 'netrc', 'netpoller']"
mock,6,mockito,47,88,"['mockito', 'mock', 'mocking', 'mockmvc', 'mock server', 'spring mockito']"
mirror,5,reflection,85,115,"['reflection', 'reflect', 'mirror', 'mirroring', 'mirrors']"
planning,2,planner,36,58,"['planner', 'plan9', 'planning', 'execution plan', 'logical plan']"
package management,286,package management,286,422,"['package manager', 'package management', 'packages', 'package installation', 'package resolution', 'dlpack', 'package missing', 'packageissue', 'packagemanagement', 'package loading', 'package', 'package issue', 'go/packages', 'go packages', 'domain:package management', 'domain: package management', 'package configuration', 'internal package']"
dcp,7,fsdp,55,93,"['fsdp', 'deps', 'dcp', 'dap', 'csp', 'ddp', 'sdpa', 'csharp']"
data storage,3,filesystem,148,441,"['storage', 'filesystem', 'file system', 'async storage', 'local storage', 'storage driver', 'cloud storage', 'address space', 'external storage', 'storage engine', 'data storage', 'async local storage', 'storage issue', 'filesystem error', 'space management', 'disk space', 'filesystem issue']"
jms,56,jms,56,193,"['jackson', 'jms', 'jpa', 'jsr', 'jaxb', 'jooq', 'jmx', 'jsr223', 'jwk', 'jsr 330', 'jpms', 'jsr packages', 'jndi']"
uv,60,uv,60,187,"['uv cli', 'uv tool', 'uv sync', 'uvx', 'uv', 'uv lock', 'uv python', 'uv api', 'uv run', 'uv add', 'tool uv', 'uv publish', 'uv pip', 'uv config', 'uv init', 'uv index', 'uv project', 'uv issue', 'uv configuration', 'uv library']"
turbopack,66,turbopack,66,97,"['turbopack', 'turbo', 'turbomodule', 'turbo module', 'boost', 'rescore', 'turbo pack', 'turbo modules']"
abi,66,abi,66,93,"['abi', 'f abi', 'a abi', 'abi issue', 'abi compatibility', 'abi mismatch', 'c abi', 'abi compliance']"
clippy,51,clippy,51,55,"['clippy', 'clipping', 'web clipper']"
lint,113,lint,113,246,"['lint', 'linting', 'linter', 'next lint', 'lint issue', 'lints', 'lint warning']"
operator implementation,2,operator,29,61,"['operator', 'operators', 'operator support', 'operator behavior', 'custom operations', 'operator overloading', 'operator precedence', 'comparison operator', 'operator implementation', 'custom operator']"
xpack,43,xpack,43,85,"['xpu', 'xpack', 'xpack esql']"
junit,43,junit,43,45,"['junit', 'junit jupiter']"
ldap,56,ldap,56,83,"['ldap', 'spring ldap']"
annotations,25,annotation,38,100,"['annotation', 'annotation processing', 'annotations', 'annotated text', 'test annotation', 'type annotation', 'java annotations', 'java annotation', 'contract annotations', 'type annotations']"
schema,25,information schema,58,110,"['information schema', 'schema', 'info schema', 'schematics', 'schema migration', 'schema tracker', 'schema management', 'schema change', 'sql schema']"
git,73,git,73,381,"['git', 'github actions', 'repository', 'pull request', 'pull requests', 'versioning', 'github', 'source control', 'version tracking', 'repo', 'git integration', 'github api', 'repositories', 'versiontracking', 'gitlab', 'source management', 'github integration', 'repository management', 'version management', 'github compatibility', 'version control', 'github copilot', 'domain: git', 'topic: versioning', 'repo management', 'github migration', 'repository access', 'version parsing', 'simple repository', 'package versioning', 'git dependency', 'repository verification']"
sys,7,syscall,50,104,"['syscall', 'syscalls', 'sys', 'posix', 'x sys unix', 'syft', 'sys unix', 'aix', 'sysroot', 'sycl', 'symint', 'x/sys']"
function,41,function,41,134,"['function', 'function call', 'function signature', 'functions', 'function reference', 'missing function', 'function analysis', 'math functions', 'math function', 'function overloading', 'function error', 'function calls', 'sql function', 'function behavior', 'function definition', 'custom function', 'function arguments', 'function id', 'function merging', 'naked functions', 'unary functions', 'function invocation', 'function missing', 'mathematical function']"
normalization,10,quantization,57,69,"['quantization', 'normalization', 'spectral normalization']"
partitioning,55,partitioning,55,76,"['partitioning', 'network partition', 'partitioner', 'reorganize partition', 'partition pruning', 'partition', 'partition management']"
suspend,2,rest,46,52,"['rest', 'sleep', 'suspend', 'suspend function']"
scrollbar,2,scrolling,73,85,"['scrolling', 'scrollview', 'scrollbar', 'scroll api']"
ssa,47,ssa,47,100,"['ssa', 'ssr', 'slsa', 'scss', 'go ssa', 'sri', 'ssa interp']"
integer overflow,95,integer overflow,95,141,"['overflow', 'integer overflow', 'topic integer overflow']"
kms,2,fs,35,41,"['fs', 'nls', 'mksnapshot', 'kms']"
library support,4,library,253,570,"['libraries', 'library', 'library update', 'library upgrade', 'standard library', 'library issue', 'library usage', 'third party library', 'library conflict', 'go standard library', 'library management', 'library maintenance', 'library issues', 'library linking', 'library support', 'library features', 'library incompatibility', 'library proposal', 'library problem', 'third party libraries', 'library compilation', 'shared library']"
spring hateoas,42,spring hateoas,42,46,"['spring hateoas', 'hateoas']"
infoschema,23,infoschema,23,33,"['infoschema', 'intellisense']"
fish shell,2,shell,39,44,"['shell', 'fish', 'fish shell']"
coverage,46,coverage,46,48,"['coverage', 'cover']"
c language,6,c++,92,162,"['c++', 'c interop', 'extern c', 'c compiler', 'c api', 'language c', 'translate c', 'c code', 'c enhancement', 'c++ api', 'c implementation', 'c language', 'c extensions', 'go c interop', 'c++ related', 'c standard', 'c bug']"
event handling,44,event handling,44,132,"['event handling', 'event', 'event listener', 'events', 'eventhandling', 'event listeners', 'observer api', 'event system', 'event emission', 'event emitter', 'event replay', 'event listening']"
scm,5,wasm,52,114,"['wasm', 'asm', 'acme', 'dml', 'addmm', 'ilm', 'dm', 'scm', 'bmm', 'shim', 'apm']"
code quality,99,code quality,99,206,"['code style', 'code review', 'code quality', 'static analysis', 'coding style', 'code smell', 'code clarity', 'code analysis', 'readability', 'code inspection', 'code readability', 'domain: code quality']"
inference,79,inference,79,100,"['inference', 'inference mode', 'f inference', 'model inference', 'inference engine', 'inference plugin']"
framework integration,4,framework,328,334,"['framework', 'framework integration', 'framework configuration']"
classloading,19,classpath,37,144,"['classpath', 'class', 'classloading', 'classloader', 'class loader', 'utility classes', 'dataclasses', 'custom class', 'dataclass', 'dynamic classes', 'main class', 'class loading', 'utility class', 'classpath loading', 'enhanced classes', 'classloader issue', 'class recovery', 'classpath issue']"
aggregations,11,aggregation,55,77,"['aggregation', 'aggregations', 'ml aggregations', 'aggregate', 'aggregation test', 'aggregation tests']"
ide feature,4,ide,56,93,"['ide', 'ide features', 'ide feature', 'ide integration', 'ide support', 'go ide']"
filter,40,filter,40,56,"['filter', 'filtering', 'runtime filter']"
changedetection,2,breaking change,37,41,"['breaking change', 'changedetection', 'change point']"
lifecycle management,4,lifecycle,38,47,"['lifecycle', 'component lifecycle', 'lifecycle management']"
borrow check,24,borrow checker,31,72,"['borrow checker', 'borrowck', 'borrow checking', 'borrow check']"
cpp,47,cpp,47,78,"['cpp', 'cpp extension', 'cpp wrapper', 'c cpp', 'cpp backend']"
groovy,36,groovy,36,67,"['groovy', 'graalvm']"
mvcc,4,webmvc,19,40,"['webmvc', 'msvc', 'mvcc', 'mv']"
key binding,5,keyboard,41,161,"['keyboard', 'keybindings', 'keyboard shortcuts', 'keybinding', 'keyboard input', 'keyboard navigation', 'keyboard shortcut', 'keyboard interaction', 'key bindings', 'key binding', 'keyboard issue', 'key mapping']"
timeout,76,timeout,76,80,"['timeout', 'timed out', 'test timeout']"
ui issue,69,ui bug,132,307,"['ui bug', 'ui issue', 'display issue', 'visual bug', 'rendering issue', 'visual issue', 'ui behavior', 'ux issue', 'gui issue', 'video issue', 'ui issues', 'ui glitch', 'rendering issues', 'ui bugs']"
permission,4,permissions,70,97,"['permissions', 'privilege', 'permission', 'privileges', 'permission issue', 'entitlements', 'permission denied', 'privilege check']"
node js,2,nodejs,74,202,"['npm', 'node api', 'node compat', 'nodejs compatibility', 'node integration', 'webpack', 'node compatibility', 'npm package', 'node js', 'npm integration', 'node.js', 'nodejs', 'npm support', 'javascript core', 'nodejs core']"
relu,4,repl,44,62,"['repl', 'repr', 'relui', 'relu']"
profiler,17,profiling,62,105,"['analyzer', 'profiler', 'profiling', 'solver']"
rfc,20,protocol,31,72,"['rfc', 'protocol', 'rfc compliance', 'rfc3986', 'rfc7807', 'protocol support', 'protocol extension', 'protocol violation']"
io exception,4,io,46,67,"['io', 'java io', 'ioexception', 'io error', 'file io', 'oom error', 'io exception']"
vite,45,vite,45,49,"['vite', 'serde']"
mongodb,49,mongodb,49,103,"['mongodb', 'couchbase', 'mariadb', 'mongo', 'liquibase', 'maria db']"
scheduled task,3,scheduler,49,104,"['scheduler', 'scheduling', 'task scheduler', 'schedule', 'cron', 'cron expression', 'scheduled task', 'scheduled tasks', 'schedule issue']"
amp,36,amp,36,36,['amp']
svelte version 5,4,svelte,179,329,"['svelte 5', 'svelte', 'sveltekit', 'svelte compiler', 'svelte component', 'svelte core', 'svelte syntax', 'svelte5', 'svelte kit', 'svelte migration', 'sve', 'svelte check', 'svelte directives', 'domain: svelte', 'sveltejs', 'svelte features', 'svelte feature', 'svelte version 5', 'svelte transition', 'svelte bindings', 'svelte class', 'svelte version', 'svelte template', 'svelte component interaction']"
undertow,50,undertow,50,52,"['undertow', 'let underscore drop']"
decompilation issue,10,decompilation,32,107,"['decompiler', 'decompilation', 'recompilation', 'decomposition', 'repackaging', 'decompiler bug', 'decompilation issue', 'decompiler issue']"
backup restore,18,backup,42,70,"['backup', 'backup restore', 'backup and restore', 'log backup', 'backup recovery']"
js,11,javascript,547,582,"['javascript', 'js', 'jsx', 'emscripten', 'javascript engine', 'ecmascript', 'jquery']"
experimental feature,28,experimental feature,28,84,"['experimental', 'discovery', 'observation', 'experimental feature', 'experimental features', 'exploration']"
matcher,2,match,18,32,"['match', 'pin', 'matcher', 'matchit', 'pinning', 'matching']"
array,30,array,30,56,"['array', 'arrays', 'subarray', 'array indexing', 'array operations', 'array manipulation', 'array handling', 'array access']"
rocm,43,rocm,43,119,"['rocm', 'nccl', 'roc', 'ccr', 'ccache', 'cnb', 'crac', 'rocml', 'jcache', 'ccall', 'rocmlib', 'roc m']"
mapping,26,mapping,26,101,"['mapping', 'mapper', 'vmap', 'maps', 'sitemap', 'source maps', 'import map', 'hashmap', 'data mapping', 'weakmap', 'map', 'source map', 'mappings', 'import maps', 'mutable mapping', 'index mapping', 'mapping issue', 'sitemaps', 'map iteration', 'map write']"
activemq,17,spring amqp,42,140,"['amqp', 'spring amqp', 'activemq', 'rabbitmq', 'rabbit mq', 'zeromq', 'spring boot starter activemq', 'mq', 'activemq artemis']"
restoration,3,restore,28,55,"['restore', 'recovery', 'restoration', 'rebuild', 'retrieval', 'reconstruction']"
file type,3,file management,27,131,"['filetype', 'file handling', 'files', 'mime types', 'mime', 'file management', 'file access', 'file type', 'filetype plugin', 'file format', 'file', 'file extension', 'fileinfo', 'filetype support', 'filetype detection', 'file watcher', 'file reader', 'local files', 'skipfile', 'file monitoring', 'raw file', 'file input', 'mime type', 'mimetype']"
copilot,37,copilot,37,39,"['copilot', 'copilot chat']"
copy paste,13,clipboard,34,87,"['clipboard', 'paste', 'copy', 'copy paste', 'copy operation', 'copy properties', 'paste issue', 'copy error']"
ux feedback,2,design,49,93,"['design', 'feedback', 'ui feedback', 'code improvement', 'user feedback', 'ux improvement', 'ux feedback', 'design proposal', 'design discussion', 'design change']"
model,28,model,28,85,"['model', 'model loading', 'data model', 'text model', 'object model', 'model behavior', 'language model', 'models', 'model issue', 'v model', 'programming model', 'data modeling', 'model compilation', 'pick model', 'model evaluation']"
lsp,35,lsp,35,37,"['lsp', 'lsp issue']"
cleanup,57,cleanup,57,76,"['cleanup', 'tidy', 'cleaning', 'clean up', 'cleanup issue']"
binding issue,4,binding,64,127,"['binding', 'property binding', 'data binding', 'class binding', 'constructor binding', 'two way binding', 'bindings', 'template binding', 'binding issue', 'xml bind', 'binding errors', 'json bind']"
f traits,13,f compiler,14,55,"['f compiler', 'f traits', 'f compiler error', 'f type system', 'f trait', 'f compiler errors', 'f compiler internal', 'f dyn trait', 'f specialization']"
undo,5,backward,21,43,"['backward', 'undo redo', 'revert', 'reversing', 'undo']"
dynamic shape,30,dynamic shapes,33,67,"['dynamic shape', 'dynamic shapes', 'shape', 'geo shape']"
fx,28,fx,28,36,"['fx', 'fx graph']"
data redis,2,redis,30,36,"['redis', 'spring data redis', 'data redis']"
xml,65,xml,65,116,"['xml', 'libxml2', 'simplexml', 'xml configuration', 'libxml', 'xml ws', 'xpath', 'xmlreader', 'xml schema', 'xml soap', 'xml processing']"
attribute,31,properties,64,161,"['properties', 'attribute', 'property resolution', 'property access', 'property', 'property source', 'propertysource', 'unstable attribute', 'attribute error', 'data attribute', 'attributes', 'attribute issue', 'attribute system', 'attribute access']"
br,16,br,16,16,['br']
tiflash,29,tiflash,29,29,['tiflash']
tooltip,13,hover,35,52,"['hover', 'tooltip', 'tiproxy', 'go tip']"
commenting,9,comments,32,57,"['comments', 'comment', 'commenting']"
automation,35,automation,35,39,"['automation', 'automation testing', 'ui automation']"
next.js,17,nextjs,105,142,"['nextjs', 'next.js api', 'next api', 'next.js', 'next js', 'domain: next.js']"
router,16,app router,37,62,"['app router', 'router', 'next router', 'pages router']"
adt,7,fmt,22,41,"['fmt', 'zts', 'usdt', 'dbt', 'elt', 'adt']"
module,39,module,39,191,"['module', 'module resolution', 'module system', 'module loading', 'modules', 'native modules', 'nn modules', 'nn module', 'esmodules', 'es modules', 'node modules', 'lazy module', 'module list', 'module info', 'module management', 'nn.module', 'native module', 'missing module', 'es module', 'ecmascript modules']"
snapshots,2,snapshot,31,63,"['snapshot', 'searchable snapshots', 'searchablesnapshots', 'snapshot repo', 'snapshots', 'snapshot restore', 'snapshot testing', 'snapshot repository', 'snapshot recovery', 'searchable snapshot', 'azure snapshot repo']"
lock,10,lockfile,29,87,"['lockfile', 'locking', 'lock', 'lock file', 'locks', 'lock management', 'lock files', 'universal locking', 'lock mechanism', 'lock resolution']"
match pattern,5,pattern matching,76,144,"['pattern matching', 'regex', 'never patterns', 'patterns', 'pattern', 'match statement', 'match expression', 'pattern matcher', 'regexp', 'match pattern']"
closures,16,closure,51,72,"['closures', 'closure', 'f closures', 'f closure']"
incorrect behavior,3,undefined behavior,27,64,"['undefined behavior', 'runtime behavior', 'expected behavior', 'undefinedbehavior', 'incorrect behavior', 'unexpected behavior', 'inconsistent behavior', 'category undefined behavior']"
incremental hydration,7,hydration,44,53,"['hydration', 'incremental hydration', 'component hydration']"
elasticsearch,357,elasticsearch,357,372,"['elasticsearch', 'elasticsearch sql', 'elasticsearch api', 'elasticsearch query', 'elastic search', 'elasticsearch plugin', 'elasticsearchql']"
postgresql,48,postgresql,48,66,"['postgresql', 'pgsql', 'node postgres', 'postgres']"
exceptions,3,exception,70,105,"['exception', 'example', 'examples', 'exceptions']"
aspectj,38,aspectj,38,53,"['aspectj', 'eclipse']"
